 # Fri Oct 16 11:59:45 2009
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.43
 # mBottom = 4.30
 # alphaS(1GeV) = 0.49337
 # alphaS(MZ) = 0.12032
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0
 
          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  5.4246E+01  2.4178E+00  2.4424E+00  2.2298E+00  2.0556E+00  1.8140E+00  6.3365E-02  8.9949E-02  0.0000E+00
  5.5040E+01  2.4759E+00  2.5007E+00  2.2878E+00  2.1143E+00  1.8741E+00  6.3789E-02  9.0710E-02  0.0000E+00
  5.5781E+01  2.5314E+00  2.5565E+00  2.3433E+00  2.1703E+00  1.9315E+00  6.4194E-02  9.1440E-02  0.0000E+00
  5.6470E+01  2.5841E+00  2.6095E+00  2.3960E+00  2.2235E+00  1.9860E+00  6.4579E-02  9.2137E-02  0.0000E+00
  5.7152E+01  2.6375E+00  2.6631E+00  2.4493E+00  2.2774E+00  2.0412E+00  6.4969E-02  9.2846E-02  0.0000E+00
  5.7813E+01  2.6903E+00  2.7161E+00  2.5020E+00  2.3307E+00  2.0958E+00  6.5355E-02  9.3551E-02  0.0000E+00
  5.8432E+01  2.7407E+00  2.7669E+00  2.5525E+00  2.3816E+00  2.1479E+00  6.5725E-02  9.4229E-02  0.0000E+00
  5.9008E+01  2.7887E+00  2.8151E+00  2.6004E+00  2.4301E+00  2.1975E+00  6.6077E-02  9.4876E-02  0.0000E+00
  5.9580E+01  2.8373E+00  2.8639E+00  2.6490E+00  2.4791E+00  2.2477E+00  6.6435E-02  9.5536E-02  0.0000E+00
  2.2528E+00  3.1502E-01  3.3022E-01  1.3183E-01  0.0000E+00  0.0000E+00  5.1305E-02  6.6628E-02  0.0000E+00
  3.3229E+00  3.2777E-01  3.4331E-01  1.4466E-01  0.0000E+00  0.0000E+00  5.2195E-02  6.7943E-02  0.0000E+00
  4.1925E+00  3.4027E-01  3.5609E-01  1.5721E-01  0.0000E+00  0.0000E+00  5.2876E-02  6.8964E-02  0.0000E+00
  5.6453E+00  3.6484E-01  3.8113E-01  1.8183E-01  0.0000E+00  0.0000E+00  5.3953E-02  7.0606E-02  0.0000E+00
  5.6453E+00  3.6484E-01  3.8113E-01  1.8183E-01  5.3069E-08  0.0000E+00  5.3953E-02  7.0606E-02  0.0000E+00
  6.5433E+00  3.8251E-01  3.9909E-01  1.9952E-01  1.9023E-02  0.0000E+00  5.4606E-02  7.1617E-02  0.0000E+00
  7.6211E+00  4.0567E-01  4.2262E-01  2.2269E-01  4.3302E-02  0.0000E+00  5.5370E-02  7.2814E-02  0.0000E+00
  8.5686E+00  4.2770E-01  4.4496E-01  2.4471E-01  6.6264E-02  0.0000E+00  5.6027E-02  7.3855E-02  0.0000E+00
  9.4894E+00  4.5054E-01  4.6812E-01  2.6753E-01  8.9972E-02  0.0000E+00  5.6656E-02  7.4862E-02  0.0000E+00
  1.0476E+01  4.7653E-01  4.9444E-01  2.9348E-01  1.1686E-01  0.0000E+00  5.7322E-02  7.5940E-02  0.0000E+00
  1.1340E+01  5.0051E-01  5.1873E-01  3.1743E-01  1.4160E-01  0.0000E+00  5.7900E-02  7.6883E-02  0.0000E+00
  1.2177E+01  5.2484E-01  5.4335E-01  3.4171E-01  1.6664E-01  0.0000E+00  5.8457E-02  7.7799E-02  0.0000E+00
  1.2841E+01  5.4490E-01  5.6366E-01  3.6174E-01  1.8726E-01  0.0000E+00  5.8897E-02  7.8529E-02  0.0000E+00
  1.4345E+01  5.9291E-01  6.1221E-01  4.0964E-01  2.3649E-01  0.0000E+00  5.9895E-02  8.0200E-02  0.0000E+00
  1.4345E+01  5.9291E-01  6.1221E-01  4.0964E-01  2.3649E-01  7.8772E-09  5.9895E-02  8.0200E-02  0.0000E+00
  1.5406E+01  6.3079E-01  6.5052E-01  4.4743E-01  2.7526E-01  4.2038E-02  6.0639E-02  8.1462E-02  0.0000E+00
  1.6678E+01  6.7863E-01  6.9890E-01  4.9516E-01  3.2415E-01  9.3764E-02  6.1538E-02  8.3002E-02  0.0000E+00
  1.7980E+01  7.3043E-01  7.5126E-01  5.4682E-01  3.7699E-01  1.4949E-01  6.2471E-02  8.4618E-02  0.0000E+00
  1.9137E+01  7.7900E-01  8.0036E-01  5.9525E-01  4.2648E-01  2.0154E-01  6.3313E-02  8.6094E-02  0.0000E+00
  2.0278E+01  8.2935E-01  8.5124E-01  6.4545E-01  4.7773E-01  2.5531E-01  6.4161E-02  8.7594E-02  0.0000E+00
  2.1204E+01  8.7202E-01  8.9437E-01  6.8799E-01  5.2113E-01  3.0077E-01  6.4861E-02  8.8846E-02  0.0000E+00
  2.2299E+01  9.2468E-01  9.4759E-01  7.4048E-01  5.7465E-01  3.5674E-01  6.5708E-02  9.0371E-02  0.0000E+00
  2.3241E+01  9.7200E-01  9.9542E-01  7.8765E-01  6.2271E-01  4.0692E-01  6.6454E-02  9.1727E-02  0.0000E+00
  2.4081E+01  1.0159E+00  1.0398E+00  8.3139E-01  6.6727E-01  4.5340E-01  6.7135E-02  9.2975E-02  0.0000E+00
  2.5114E+01  1.0721E+00  1.0966E+00  8.8745E-01  7.2434E-01  5.1285E-01  6.7997E-02  9.4566E-02  0.0000E+00
  2.6051E+01  1.1255E+00  1.1506E+00  9.4060E-01  7.7844E-01  5.6915E-01  6.8803E-02  9.6068E-02  0.0000E+00
  2.6897E+01  1.1758E+00  1.2014E+00  9.9067E-01  8.2938E-01  6.2212E-01  6.9555E-02  9.7481E-02  0.0000E+00
  2.7713E+01  1.2262E+00  1.2524E+00  1.0409E+00  8.8048E-01  6.7521E-01  7.0304E-02  9.8897E-02  0.0000E+00
  2.8482E+01  1.2756E+00  1.3023E+00  1.0902E+00  9.3056E-01  7.2721E-01  7.1034E-02  1.0029E-01  0.0000E+00
  2.9182E+01  1.3224E+00  1.3497E+00  1.1368E+00  9.7797E-01  7.7641E-01  7.1722E-02  1.0161E-01  0.0000E+00
  2.9818E+01  1.3665E+00  1.3942E+00  1.1807E+00  1.0226E+00  8.2269E-01  7.2368E-02  1.0285E-01  0.0000E+00
  3.0433E+01  1.4107E+00  1.4389E+00  1.2247E+00  1.0673E+00  8.6908E-01  7.3014E-02  1.0411E-01  0.0000E+00
  3.1016E+01  1.4540E+00  1.4828E+00  1.2678E+00  1.1112E+00  9.1454E-01  7.3648E-02  1.0535E-01  0.0000E+00
  3.1548E+01  1.4951E+00  1.5243E+00  1.3087E+00  1.1527E+00  9.5758E-01  7.4248E-02  1.0653E-01  0.0000E+00
  3.2034E+01  1.5337E+00  1.5634E+00  1.3472E+00  1.1919E+00  9.9811E-01  7.4813E-02  1.0764E-01  0.0000E+00
  3.2505E+01  1.5725E+00  1.6027E+00  1.3858E+00  1.2311E+00  1.0388E+00  7.5382E-02  1.0877E-01  0.0000E+00
  3.2952E+01  1.6106E+00  1.6412E+00  1.4237E+00  1.2696E+00  1.0787E+00  7.5941E-02  1.0989E-01  0.0000E+00
  3.3363E+01  1.6467E+00  1.6778E+00  1.4597E+00  1.3062E+00  1.1165E+00  7.6473E-02  1.1095E-01  0.0000E+00
  3.3738E+01  1.6808E+00  1.7123E+00  1.4936E+00  1.3406E+00  1.1521E+00  7.6976E-02  1.1197E-01  0.0000E+00
  3.4102E+01  1.7150E+00  1.7469E+00  1.5276E+00  1.3752E+00  1.1880E+00  7.7484E-02  1.1299E-01  0.0000E+00
  3.4450E+01  1.7486E+00  1.7810E+00  1.5611E+00  1.4092E+00  1.2232E+00  7.7984E-02  1.1401E-01  0.0000E+00
  3.4769E+01  1.7805E+00  1.8133E+00  1.5929E+00  1.4415E+00  1.2566E+00  7.8461E-02  1.1498E-01  0.0000E+00
  3.5061E+01  1.8106E+00  1.8438E+00  1.6228E+00  1.4720E+00  1.2881E+00  7.8914E-02  1.1591E-01  0.0000E+00
  3.5346E+01  1.8409E+00  1.8745E+00  1.6530E+00  1.5026E+00  1.3198E+00  7.9372E-02  1.1685E-01  0.0000E+00
  3.5618E+01  1.8708E+00  1.9047E+00  1.6827E+00  1.5328E+00  1.3511E+00  7.9824E-02  1.1778E-01  0.0000E+00
  3.5868E+01  1.8991E+00  1.9335E+00  1.7109E+00  1.5615E+00  1.3807E+00  8.0257E-02  1.1868E-01  0.0000E+00
  3.6097E+01  1.9259E+00  1.9606E+00  1.7375E+00  1.5886E+00  1.4088E+00  8.0668E-02  1.1953E-01  0.0000E+00
  3.6320E+01  1.9529E+00  1.9880E+00  1.7644E+00  1.6159E+00  1.4370E+00  8.1084E-02  1.2040E-01  0.0000E+00
  2.0825E+00  2.9444E-01  3.1156E-01  1.1573E-01  0.0000E+00  0.0000E+00  6.2768E-02  8.0330E-02  2.7756E-17
  2.9578E+00  3.0683E-01  3.2464E-01  1.2778E-01  0.0000E+00  0.0000E+00  6.3909E-02  8.2309E-02  0.0000E+00
  3.6484E+00  3.1835E-01  3.3670E-01  1.3903E-01  0.0000E+00  0.0000E+00  6.4780E-02  8.3841E-02  0.0000E+00
  4.7677E+00  3.4000E-01  3.5924E-01  1.6023E-01  0.0000E+00  0.0000E+00  6.6156E-02  8.6295E-02  0.0000E+00
  4.7677E+00  3.4000E-01  3.5924E-01  1.6024E-01  4.4853E-08  0.0000E+00  6.6156E-02  8.6295E-02  0.0000E+00
  5.4384E+00  3.5504E-01  3.7483E-01  1.7499E-01  1.5921E-02  0.0000E+00  6.6988E-02  8.7800E-02  0.0000E+00
  6.2259E+00  3.7428E-01  3.9473E-01  1.9389E-01  3.5799E-02  0.0000E+00  6.7960E-02  8.9576E-02  0.0000E+00
  6.9035E+00  3.9218E-01  4.1321E-01  2.1149E-01  5.4228E-02  0.0000E+00  6.8795E-02  9.1116E-02  0.0000E+00
  7.5499E+00  4.1040E-01  4.3199E-01  2.2941E-01  7.2937E-02  0.0000E+00  6.9592E-02  9.2601E-02  0.0000E+00
  8.2303E+00  4.3077E-01  4.5297E-01  2.4946E-01  9.3818E-02  0.0000E+00  7.0435E-02  9.4184E-02  0.0000E+00
  8.8153E+00  4.4928E-01  4.7202E-01  2.6769E-01  1.1276E-01  0.0000E+00  7.1165E-02  9.5566E-02  0.0000E+00
  9.3735E+00  4.6781E-01  4.9107E-01  2.8594E-01  1.3168E-01  0.0000E+00  7.1867E-02  9.6905E-02  0.0000E+00
  9.8106E+00  4.8291E-01  5.0659E-01  3.0083E-01  1.4710E-01  0.0000E+00  7.2421E-02  9.7968E-02  0.0000E+00
  1.0782E+01  5.1849E-01  5.4313E-01  3.3589E-01  1.8336E-01  0.0000E+00  7.3674E-02  1.0039E-01  0.0000E+00
  1.0782E+01  5.1849E-01  5.4313E-01  3.3589E-01  1.8336E-01  5.7855E-09  7.3674E-02  1.0039E-01  0.0000E+00
  1.1445E+01  5.4605E-01  5.7143E-01  3.6307E-01  2.1142E-01  3.0681E-02  7.4605E-02  1.0222E-01  0.0000E+00
  1.2223E+01  5.8030E-01  6.0658E-01  3.9685E-01  2.4625E-01  6.7855E-02  7.5727E-02  1.0443E-01  0.0000E+00
  1.2999E+01  6.1673E-01  6.4396E-01  4.3278E-01  2.8326E-01  1.0725E-01  7.6886E-02  1.0674E-01  0.0000E+00
  1.3672E+01  6.5034E-01  6.7844E-01  4.6593E-01  3.1737E-01  1.4348E-01  7.7930E-02  1.0884E-01  0.0000E+00
  1.4322E+01  6.8463E-01  7.1362E-01  4.9977E-01  3.5217E-01  1.8037E-01  7.8976E-02  1.1097E-01  0.0000E+00
  1.4837E+01  7.1331E-01  7.4305E-01  5.2806E-01  3.8126E-01  2.1115E-01  7.9838E-02  1.1273E-01  0.0000E+00
  1.5433E+01  7.4823E-01  7.7888E-01  5.6251E-01  4.1666E-01  2.4858E-01  8.0875E-02  1.1487E-01  0.0000E+00
  1.5935E+01  7.7919E-01  8.1065E-01  5.9306E-01  4.4803E-01  2.8171E-01  8.1787E-02  1.1677E-01  0.0000E+00
  1.6373E+01  8.0757E-01  8.3978E-01  6.2105E-01  4.7678E-01  3.1205E-01  8.2616E-02  1.1851E-01  0.0000E+00
  1.6899E+01  8.4347E-01  8.7664E-01  6.5648E-01  5.1314E-01  3.5039E-01  8.3661E-02  1.2071E-01  0.0000E+00
  1.7364E+01  8.7706E-01  9.1113E-01  6.8961E-01  5.4716E-01  3.8623E-01  8.4635E-02  1.2278E-01  0.0000E+00
  1.7774E+01  9.0831E-01  9.4324E-01  7.2044E-01  5.7880E-01  4.1956E-01  8.5540E-02  1.2472E-01  0.0000E+00
  1.8159E+01  9.3929E-01  9.7508E-01  7.5100E-01  6.1017E-01  4.5258E-01  8.6437E-02  1.2665E-01  0.0000E+00
  1.8512E+01  9.6931E-01  1.0059E+00  7.8061E-01  6.4057E-01  4.8456E-01  8.7308E-02  1.2854E-01  0.0000E+00
  1.8826E+01  9.9741E-01  1.0349E+00  8.0833E-01  6.6902E-01  5.1450E-01  8.8126E-02  1.3033E-01  0.0000E+00
  1.9104E+01  1.0236E+00  1.0618E+00  8.3415E-01  6.9553E-01  5.4239E-01  8.8892E-02  1.3201E-01  0.0000E+00
  1.9366E+01  1.0496E+00  1.0886E+00  8.5978E-01  7.2185E-01  5.7008E-01  8.9655E-02  1.3369E-01  0.0000E+00
  1.9607E+01  1.0748E+00  1.1145E+00  8.8466E-01  7.4740E-01  5.9696E-01  9.0400E-02  1.3534E-01  0.0000E+00
  1.9821E+01  1.0985E+00  1.1389E+00  9.0799E-01  7.7137E-01  6.2218E-01  9.1103E-02  1.3691E-01  0.0000E+00
  2.0011E+01  1.1206E+00  1.1617E+00  9.2977E-01  7.9375E-01  6.4572E-01  9.1764E-02  1.3839E-01  0.0000E+00
  2.0191E+01  1.1426E+00  1.1844E+00  9.5143E-01  8.1601E-01  6.6914E-01  9.2426E-02  1.3989E-01  0.0000E+00
  2.0356E+01  1.1639E+00  1.2064E+00  9.7250E-01  8.3766E-01  6.9194E-01  9.3075E-02  1.4135E-01  0.0000E+00
  2.0502E+01  1.1840E+00  1.2272E+00  9.9229E-01  8.5802E-01  7.1337E-01  9.3689E-02  1.4275E-01  0.0000E+00
  2.0632E+01  1.2028E+00  1.2466E+00  1.0108E+00  8.7707E-01  7.3342E-01  9.4269E-02  1.4408E-01  0.0000E+00
  2.0754E+01  1.2215E+00  1.2659E+00  1.0293E+00  8.9605E-01  7.5341E-01  9.4852E-02  1.4541E-01  0.0000E+00
  2.0866E+01  1.2398E+00  1.2848E+00  1.0472E+00  9.1456E-01  7.7291E-01  9.5425E-02  1.4673E-01  0.0000E+00
  2.0965E+01  1.2570E+00  1.3026E+00  1.0642E+00  9.3199E-01  7.9129E-01  9.5970E-02  1.4799E-01  0.0000E+00
  2.1052E+01  1.2731E+00  1.3193E+00  1.0800E+00  9.4833E-01  8.0851E-01  9.6485E-02  1.4918E-01  0.0000E+00
  2.1134E+01  1.2892E+00  1.3360E+00  1.0959E+00  9.6465E-01  8.2572E-01  9.7004E-02  1.5039E-01  0.0000E+00
  2.1208E+01  1.3049E+00  1.3522E+00  1.1113E+00  9.8059E-01  8.4254E-01  9.7516E-02  1.5159E-01  0.0000E+00
  2.1273E+01  1.3197E+00  1.3676E+00  1.1259E+00  9.9563E-01  8.5842E-01  9.8003E-02  1.5273E-01  0.0000E+00
  2.1329E+01  1.3336E+00  1.3820E+00  1.1396E+00  1.0098E+00  8.7333E-01  9.8465E-02  1.5382E-01  0.0000E+00
  2.1381E+01  1.3475E+00  1.3965E+00  1.1533E+00  1.0239E+00  8.8825E-01  9.8932E-02  1.5492E-01  0.0000E+00
  2.0262E+00  2.8637E-01  3.0608E-01  1.0753E-01  0.0000E+00  0.0000E+00  7.0877E-02  9.1474E-02  0.0000E+00
  2.7935E+00  2.9869E-01  3.1939E-01  1.1922E-01  0.0000E+00  0.0000E+00  7.2213E-02  9.4020E-02  0.0000E+00
  3.3879E+00  3.0977E-01  3.3124E-01  1.2981E-01  0.0000E+00  0.0000E+00  7.3231E-02  9.5984E-02  0.0000E+00
  4.3324E+00  3.2998E-01  3.5269E-01  1.4924E-01  0.0000E+00  0.0000E+00  7.4835E-02  9.9117E-02  0.0000E+00
  4.3324E+00  3.2998E-01  3.5269E-01  1.4924E-01  4.0634E-08  0.0000E+00  7.4835E-02  9.9117E-02  0.0000E+00
  4.8868E+00  3.4369E-01  3.6718E-01  1.6247E-01  1.4328E-02  0.0000E+00  7.5804E-02  1.0103E-01  0.0000E+00
  5.5283E+00  3.6095E-01  3.8535E-01  1.7915E-01  3.1952E-02  0.0000E+00  7.6933E-02  1.0328E-01  0.0000E+00
  6.0725E+00  3.7676E-01  4.0196E-01  1.9447E-01  4.8071E-02  0.0000E+00  7.7900E-02  1.0523E-01  0.0000E+00
  6.5852E+00  3.9265E-01  4.1863E-01  2.0989E-01  6.4250E-02  0.0000E+00  7.8822E-02  1.0710E-01  0.0000E+00
  7.1182E+00  4.1023E-01  4.3703E-01  2.2696E-01  8.2116E-02  0.0000E+00  7.9794E-02  1.0909E-01  0.0000E+00
  7.5711E+00  4.2603E-01  4.5356E-01  2.4232E-01  9.8163E-02  0.0000E+00  8.0635E-02  1.1082E-01  0.0000E+00
  7.9987E+00  4.4170E-01  4.6994E-01  2.5757E-01  1.1406E-01  0.0000E+00  8.1441E-02  1.1249E-01  0.0000E+00
  8.3305E+00  4.5438E-01  4.8318E-01  2.6991E-01  1.2692E-01  0.0000E+00  8.2077E-02  1.1382E-01  0.0000E+00
  9.0579E+00  4.8393E-01  5.1402E-01  2.9869E-01  1.5686E-01  0.0000E+00  8.3511E-02  1.1683E-01  0.0000E+00
  9.0579E+00  4.8393E-01  5.1402E-01  2.9869E-01  1.5686E-01  4.7748E-09  8.3511E-02  1.1683E-01  0.0000E+00
  9.5421E+00  5.0654E-01  5.3761E-01  3.2073E-01  1.7977E-01  2.5216E-02  8.4573E-02  1.1908E-01  0.0000E+00
  1.0101E+01  5.3433E-01  5.6659E-01  3.4783E-01  2.0790E-01  5.5458E-02  8.5849E-02  1.2181E-01  0.0000E+00
  1.0648E+01  5.6355E-01  5.9705E-01  3.7633E-01  2.3745E-01  8.7160E-02  8.7163E-02  1.2465E-01  0.0000E+00
  1.1114E+01  5.9019E-01  6.2484E-01  4.0233E-01  2.6440E-01  1.1602E-01  8.8342E-02  1.2722E-01  0.0000E+00
  1.1556E+01  6.1711E-01  6.5292E-01  4.2860E-01  2.9162E-01  1.4512E-01  8.9520E-02  1.2980E-01  0.0000E+00
  1.1900E+01  6.3941E-01  6.7618E-01  4.5037E-01  3.1417E-01  1.6920E-01  9.0487E-02  1.3194E-01  0.0000E+00
  1.2292E+01  6.6632E-01  7.0426E-01  4.7664E-01  3.4137E-01  1.9824E-01  9.1648E-02  1.3453E-01  0.0000E+00
  1.2615E+01  6.8996E-01  7.2894E-01  4.9971E-01  3.6527E-01  2.2372E-01  9.2664E-02  1.3681E-01  0.0000E+00
  1.2892E+01  7.1145E-01  7.5139E-01  5.2069E-01  3.8699E-01  2.4688E-01  9.3586E-02  1.3889E-01  0.0000E+00
  1.3218E+01  7.3840E-01  7.7956E-01  5.4701E-01  4.1424E-01  2.7592E-01  9.4744E-02  1.4152E-01  0.0000E+00
  1.3500E+01  7.6338E-01  8.0569E-01  5.7139E-01  4.3951E-01  3.0283E-01  9.5818E-02  1.4399E-01  0.0000E+00
  1.3742E+01  7.8642E-01  8.2980E-01  5.9388E-01  4.6281E-01  3.2765E-01  9.6814E-02  1.4628E-01  0.0000E+00
  1.3964E+01  8.0907E-01  8.5353E-01  6.1599E-01  4.8573E-01  3.5206E-01  9.7797E-02  1.4857E-01  0.0000E+00
  1.4163E+01  8.3084E-01  8.7636E-01  6.3724E-01  5.0776E-01  3.7553E-01  9.8749E-02  1.5079E-01  0.0000E+00
  1.4335E+01  8.5106E-01  8.9758E-01  6.5697E-01  5.2823E-01  3.9735E-01  9.9639E-02  1.5288E-01  0.0000E+00
  1.4482E+01  8.6976E-01  9.1722E-01  6.7522E-01  5.4717E-01  4.1753E-01  1.0047E-01  1.5485E-01  0.0000E+00
  1.4617E+01  8.8819E-01  9.3659E-01  6.9320E-01  5.6584E-01  4.3744E-01  1.0129E-01  1.5681E-01  0.0000E+00
  1.4737E+01  9.0596E-01  9.5528E-01  7.1053E-01  5.8384E-01  4.5664E-01  1.0210E-01  1.5873E-01  0.0000E+00
  1.4840E+01  9.2250E-01  9.7271E-01  7.2666E-01  6.0062E-01  4.7454E-01  1.0285E-01  1.6054E-01  0.0000E+00
  1.4928E+01  9.3784E-01  9.8889E-01  7.4162E-01  6.1618E-01  4.9116E-01  1.0356E-01  1.6225E-01  0.0000E+00
  1.5008E+01  9.5300E-01  1.0049E+00  7.5640E-01  6.3156E-01  5.0760E-01  1.0427E-01  1.6397E-01  0.0000E+00
  1.5077E+01  9.6765E-01  1.0204E+00  7.7069E-01  6.4644E-01  5.2350E-01  1.0496E-01  1.6565E-01  0.0000E+00
  1.5136E+01  9.8134E-01  1.0348E+00  7.8402E-01  6.6034E-01  5.3837E-01  1.0561E-01  1.6725E-01  0.0000E+00
  1.5185E+01  9.9406E-01  1.0483E+00  7.9642E-01  6.7327E-01  5.5221E-01  1.0622E-01  1.6876E-01  0.0000E+00
  1.5228E+01  1.0067E+00  1.0617E+00  8.0869E-01  6.8608E-01  5.6593E-01  1.0684E-01  1.7028E-01  0.0000E+00
  1.5264E+01  1.0189E+00  1.0746E+00  8.2058E-01  6.9850E-01  5.7925E-01  1.0744E-01  1.7178E-01  0.0000E+00
  1.5293E+01  1.0303E+00  1.0868E+00  8.3171E-01  7.1013E-01  5.9173E-01  1.0801E-01  1.7320E-01  0.0000E+00
  1.5315E+01  1.0409E+00  1.0981E+00  8.4208E-01  7.2098E-01  6.0338E-01  1.0855E-01  1.7455E-01  0.0000E+00
  1.5334E+01  1.0515E+00  1.1094E+00  8.5237E-01  7.3175E-01  6.1496E-01  1.0909E-01  1.7591E-01  0.0000E+00
  1.5347E+01  1.0618E+00  1.1203E+00  8.6236E-01  7.4222E-01  6.2622E-01  1.0963E-01  1.7726E-01  0.0000E+00
  1.5356E+01  1.0714E+00  1.1306E+00  8.7173E-01  7.5204E-01  6.3680E-01  1.1013E-01  1.7854E-01  0.0000E+00
  1.5361E+01  1.0804E+00  1.1402E+00  8.8047E-01  7.6122E-01  6.4669E-01  1.1061E-01  1.7976E-01  0.0000E+00
  1.5362E+01  1.0893E+00  1.1497E+00  8.8916E-01  7.7035E-01  6.5654E-01  1.1109E-01  1.8098E-01  0.0000E+00
  2.0100E+00  2.8259E-01  3.0522E-01  1.0217E-01  0.0000E+00  0.0000E+00  7.7512E-02  1.0160E-01  0.0000E+00
  2.7023E+00  2.9490E-01  3.1879E-01  1.1364E-01  0.0000E+00  0.0000E+00  7.9014E-02  1.0465E-01  0.0000E+00
  3.2311E+00  3.0570E-01  3.3056E-01  1.2377E-01  0.0000E+00  0.0000E+00  8.0157E-02  1.0700E-01  0.0000E+00
  4.0592E+00  3.2497E-01  3.5139E-01  1.4199E-01  0.0000E+00  0.0000E+00  8.1953E-02  1.1072E-01  0.0000E+00
  4.0592E+00  3.2497E-01  3.5139E-01  1.4199E-01  3.7833E-08  0.0000E+00  8.1953E-02  1.1072E-01  0.0000E+00
  4.5372E+00  3.3780E-01  3.6519E-01  1.5420E-01  1.3273E-02  0.0000E+00  8.3034E-02  1.1299E-01  0.0000E+00
  5.0842E+00  3.5375E-01  3.8227E-01  1.6940E-01  2.9409E-02  0.0000E+00  8.4291E-02  1.1565E-01  0.0000E+00
  5.5431E+00  3.6820E-01  3.9771E-01  1.8321E-01  4.4013E-02  0.0000E+00  8.5366E-02  1.1795E-01  0.0000E+00
  5.9711E+00  3.8259E-01  4.1305E-01  1.9699E-01  5.8544E-02  0.0000E+00  8.6389E-02  1.2014E-01  0.0000E+00
  6.4116E+00  3.9835E-01  4.2983E-01  2.1210E-01  7.4456E-02  0.0000E+00  8.7466E-02  1.2247E-01  0.0000E+00
  6.7825E+00  4.1241E-01  4.4478E-01  2.2560E-01  8.8640E-02  0.0000E+00  8.8394E-02  1.2450E-01  0.0000E+00
  7.1296E+00  4.2625E-01  4.5949E-01  2.3891E-01  1.0260E-01  0.0000E+00  8.9284E-02  1.2645E-01  0.0000E+00
  7.3968E+00  4.3739E-01  4.7131E-01  2.4962E-01  1.1383E-01  0.0000E+00  8.9984E-02  1.2799E-01  0.0000E+00
  7.9763E+00  4.6312E-01  4.9860E-01  2.7440E-01  1.3977E-01  0.0000E+00  9.1558E-02  1.3149E-01  0.0000E+00
  7.9763E+00  4.6312E-01  4.9860E-01  2.7440E-01  1.3977E-01  4.1387E-09  9.1558E-02  1.3149E-01  0.0000E+00
  8.3534E+00  4.8263E-01  5.1929E-01  2.9320E-01  1.5943E-01  2.1786E-02  9.2721E-02  1.3409E-01  0.0000E+00
  8.7824E+00  5.0639E-01  5.4448E-01  3.1612E-01  1.8338E-01  4.7711E-02  9.4114E-02  1.3724E-01  0.0000E+00
  9.1957E+00  5.3114E-01  5.7072E-01  3.3999E-01  2.0832E-01  7.4657E-02  9.5543E-02  1.4049E-01  0.0000E+00
  9.5422E+00  5.5351E-01  5.9446E-01  3.6159E-01  2.3088E-01  9.8992E-02  9.6822E-02  1.4343E-01  0.0000E+00
  9.8649E+00  5.7593E-01  6.1825E-01  3.8324E-01  2.5348E-01  1.2336E-01  9.8094E-02  1.4638E-01  0.0000E+00
  1.0113E+01  5.9437E-01  6.3782E-01  4.0104E-01  2.7207E-01  1.4338E-01  9.9137E-02  1.4881E-01  0.0000E+00
  1.0389E+01  6.1645E-01  6.6129E-01  4.2237E-01  2.9435E-01  1.6737E-01  1.0038E-01  1.5174E-01  0.0000E+00
  1.0613E+01  6.3571E-01  6.8177E-01  4.4097E-01  3.1378E-01  1.8828E-01  1.0147E-01  1.5431E-01  0.0000E+00
  1.0802E+01  6.5310E-01  7.0028E-01  4.5777E-01  3.3133E-01  2.0718E-01  1.0246E-01  1.5666E-01  0.0000E+00
  1.1020E+01  6.7476E-01  7.2336E-01  4.7869E-01  3.5321E-01  2.3072E-01  1.0369E-01  1.5961E-01  0.0000E+00
  1.1203E+01  6.9468E-01  7.4462E-01  4.9793E-01  3.7334E-01  2.5239E-01  1.0483E-01  1.6236E-01  0.0000E+00
  1.1356E+01  7.1293E-01  7.6411E-01  5.1556E-01  3.9179E-01  2.7226E-01  1.0588E-01  1.6492E-01  0.0000E+00
  1.1492E+01  7.3074E-01  7.8317E-01  5.3276E-01  4.0981E-01  2.9168E-01  1.0692E-01  1.6746E-01  0.0000E+00
  1.1610E+01  7.4775E-01  8.0139E-01  5.4918E-01  4.2703E-01  3.1024E-01  1.0791E-01  1.6992E-01  0.0000E+00
  1.1708E+01  7.6344E-01  8.1822E-01  5.6433E-01  4.4293E-01  3.2739E-01  1.0885E-01  1.7223E-01  0.0000E+00
  1.1790E+01  7.7786E-01  8.3372E-01  5.7825E-01  4.5755E-01  3.4318E-01  1.0971E-01  1.7439E-01  0.0000E+00
  1.1860E+01  7.9199E-01  8.4893E-01  5.9188E-01  4.7189E-01  3.5867E-01  1.1057E-01  1.7655E-01  0.0000E+00
  1.1920E+01  8.0552E-01  8.6352E-01  6.0494E-01  4.8564E-01  3.7354E-01  1.1140E-01  1.7865E-01  0.0000E+00
  1.1968E+01  8.1805E-01  8.7705E-01  6.1703E-01  4.9837E-01  3.8733E-01  1.1218E-01  1.8063E-01  0.0000E+00
  1.2006E+01  8.2960E-01  8.8955E-01  6.2817E-01  5.1013E-01  4.0007E-01  1.1291E-01  1.8249E-01  0.0000E+00
  1.2037E+01  8.4095E-01  9.0185E-01  6.3912E-01  5.2169E-01  4.1261E-01  1.1364E-01  1.8435E-01  0.0000E+00
