 # Tue Oct 27 14:26:24 2009
 # MSTW 2008 LO PDF grid for central fit.
 # distance(t),tolerance(T) =   0.  0.
 # mCharm = 1.43
 # mBottom = 4.30
 # alphaS(1GeV) = 0.40768
 # alphaS(MZ) = 0.11517
 # alphaSorder,alphaSnfmax = 0, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  8.1892E+00  5.3514E-01  5.4783E-01  2.7121E-01  8.8471E-17  8.8471E-17  1.9885E-02  3.2568E-02  2.2204E-16
  1.0337E+01  5.5972E-01  5.7238E-01  2.9693E-01  9.8879E-17  9.8879E-17  2.0084E-02  3.2750E-02  2.2204E-16
  1.4257E+01  6.1104E-01  6.2367E-01  3.5009E-01 -3.6603E-16 -3.6603E-16  2.0414E-02  3.3052E-02 -7.7716E-16
  1.4257E+01  6.1104E-01  6.2367E-01  3.5009E-01  1.1784E-07 -3.6603E-16  2.0414E-02  3.3052E-02 -7.7716E-16
  1.6907E+01  6.5027E-01  6.6289E-01  3.9047E-01  4.3091E-02 -9.9226E-16  2.0621E-02  3.3243E-02 -1.9984E-15
  2.0308E+01  7.0446E-01  7.1705E-01  4.4598E-01  1.0083E-01 -2.0678E-15  2.0869E-02  3.3471E-02 -4.1078E-15
  2.3500E+01  7.5873E-01  7.7131E-01  5.0138E-01  1.5816E-01 -3.8546E-15  2.1086E-02  3.3672E-02 -7.7716E-15
  2.6788E+01  8.1768E-01  8.3024E-01  5.6141E-01  2.2002E-01 -6.7429E-15  2.1297E-02  3.3867E-02 -1.3545E-14
  3.0520E+01  8.8795E-01  9.0049E-01  6.3282E-01  2.9336E-01 -1.1607E-14  2.1523E-02  3.4078E-02 -2.3315E-14
  3.3966E+01  9.5570E-01  9.6823E-01  7.0155E-01  3.6375E-01 -1.7424E-14  2.1721E-02  3.4263E-02 -3.4861E-14
  3.7470E+01  1.0272E+00  1.0397E+00  7.7399E-01  4.3778E-01 -2.3972E-14  2.1914E-02  3.4443E-02 -4.7962E-14
  4.0370E+01  1.0883E+00  1.1008E+00  8.3577E-01  5.0081E-01 -3.0025E-14  2.2067E-02  3.4587E-02 -5.9952E-14
  4.7347E+01  1.2417E+00  1.2542E+00  9.9080E-01  6.5862E-01 -4.8088E-14  2.2417E-02  3.4918E-02 -9.6145E-14
  4.7347E+01  1.2417E+00  1.2542E+00  9.9080E-01  6.5862E-01  2.5663E-08  2.2417E-02  3.4918E-02 -9.6145E-14
  5.2740E+01  1.3700E+00  1.3825E+00  1.1203E+00  7.9015E-01  1.3990E-01  2.2680E-02  3.5169E-02 -1.3589E-13
  5.9647E+01  1.5411E+00  1.5535E+00  1.2927E+00  9.6500E-01  3.2127E-01  2.2998E-02  3.5473E-02 -2.1982E-13
  6.7248E+01  1.7375E+00  1.7500E+00  1.4906E+00  1.1653E+00  5.2814E-01  2.3329E-02  3.5793E-02 -3.4417E-13
  7.4497E+01  1.9324E+00  1.9448E+00  1.6866E+00  1.3635E+00  7.3214E-01  2.3629E-02  3.6085E-02 -4.7917E-13
  8.2136E+01  2.1451E+00  2.1575E+00  1.9005E+00  1.5795E+00  9.5392E-01  2.3931E-02  3.6381E-02 -6.4082E-13
  8.8713E+01  2.3341E+00  2.3465E+00  2.0905E+00  1.7712E+00  1.1502E+00  2.4183E-02  3.6629E-02 -7.9226E-13
  9.6962E+01  2.5783E+00  2.5907E+00  2.3358E+00  2.0186E+00  1.4032E+00  2.4488E-02  3.6932E-02 -9.9121E-13
  1.0450E+02  2.8083E+00  2.8207E+00  2.5668E+00  2.2513E+00  1.6407E+00  2.4758E-02  3.7203E-02 -1.1813E-12
  1.1160E+02  3.0307E+00  3.0431E+00  2.7900E+00  2.4761E+00  1.8698E+00  2.5006E-02  3.7453E-02 -1.3696E-12
  1.2085E+02  3.3284E+00  3.3407E+00  3.0888E+00  2.7769E+00  2.1759E+00  2.5321E-02  3.7773E-02 -1.6307E-12
  1.2979E+02  3.6242E+00  3.6366E+00  3.3856E+00  3.0756E+00  2.4796E+00  2.5618E-02  3.8078E-02 -1.8998E-12
  1.3835E+02  3.9152E+00  3.9276E+00  3.6776E+00  3.3692E+00  2.7778E+00  2.5898E-02  3.8366E-02 -2.1769E-12
  1.4709E+02  4.2195E+00  4.2319E+00  3.9827E+00  3.6760E+00  3.0890E+00  2.6178E-02  3.8657E-02 -2.4798E-12
  1.5580E+02  4.5299E+00  4.5423E+00  4.2939E+00  3.9889E+00  3.4062E+00  2.6453E-02  3.8945E-02 -2.8049E-12
  1.6418E+02  4.8352E+00  4.8477E+00  4.6001E+00  4.2965E+00  3.7179E+00  2.6714E-02  3.9220E-02 -3.1406E-12
  1.7219E+02  5.1330E+00  5.1454E+00  4.8986E+00  4.5964E+00  4.0216E+00  2.6961E-02  3.9482E-02 -3.4817E-12
  1.8033E+02  5.4420E+00  5.4544E+00  5.2082E+00  4.9074E+00  4.3363E+00  2.7210E-02  3.9748E-02 -3.8529E-12
  1.8843E+02  5.7552E+00  5.7677E+00  5.5222E+00  5.2227E+00  4.6552E+00  2.7455E-02  4.0011E-02 -4.2473E-12
  1.9622E+02  6.0615E+00  6.0740E+00  5.8291E+00  5.5309E+00  4.9668E+00  2.7689E-02  4.0264E-02 -4.6523E-12
  2.0365E+02  6.3589E+00  6.3714E+00  6.1271E+00  5.8301E+00  5.2692E+00  2.7911E-02  4.0506E-02 -5.0626E-12
  2.1120E+02  6.6661E+00  6.6786E+00  6.4349E+00  6.1391E+00  5.5814E+00  2.8136E-02  4.0752E-02 -5.5067E-12
  2.1870E+02  6.9765E+00  6.9890E+00  6.7459E+00  6.4513E+00  5.8966E+00  2.8359E-02  4.0997E-02 -5.9774E-12
  2.2591E+02  7.2791E+00  7.2916E+00  7.0490E+00  6.7555E+00  6.2038E+00  2.8571E-02  4.1232E-02 -6.4588E-12
  2.3279E+02  7.5720E+00  7.5845E+00  7.3425E+00  7.0499E+00  6.5010E+00  2.8774E-02  4.1457E-02 -6.9438E-12
  2.3978E+02  7.8739E+00  7.8865E+00  7.6449E+00  7.3534E+00  6.8072E+00  2.8980E-02  4.1687E-02 -7.4678E-12
  2.4673E+02  8.1783E+00  8.1909E+00  7.9498E+00  7.6593E+00  7.1158E+00  2.9184E-02  4.1916E-02 -8.0203E-12
  2.5340E+02  8.4743E+00  8.4869E+00  8.2463E+00  7.9567E+00  7.4158E+00  2.9380E-02  4.2137E-02 -8.5798E-12
  2.5976E+02  8.7605E+00  8.7731E+00  8.5329E+00  8.2443E+00  7.7058E+00  2.9567E-02  4.2349E-02 -9.1447E-12
  2.6624E+02  9.0550E+00  9.0677E+00  8.8279E+00  8.5402E+00  8.0041E+00  2.9756E-02  4.2565E-02 -9.7522E-12
  2.7267E+02  9.3515E+00  9.3641E+00  9.1248E+00  8.8380E+00  8.3043E+00  2.9945E-02  4.2781E-02 -1.0385E-11
  2.7885E+02  9.6395E+00  9.6522E+00  9.4132E+00  9.1273E+00  8.5959E+00  3.0127E-02  4.2990E-02 -1.1028E-11
  2.8475E+02  9.9177E+00  9.9304E+00  9.6918E+00  9.4067E+00  8.8775E+00  3.0301E-02  4.3190E-02 -1.1671E-11
  2.9075E+02  1.0204E+01  1.0216E+01  9.9782E+00  9.6939E+00  9.1669E+00  3.0477E-02  4.3395E-02 -1.2356E-11
  5.5429E+00  4.8915E-01  5.0171E-01  2.3406E-01  0.0000E+00  0.0000E+00  2.1029E-02  3.3588E-02  0.0000E+00
  7.8574E+00  5.1230E-01  5.2484E-01  2.5857E-01 -4.1980E-16 -4.1980E-16  2.1296E-02  3.3831E-02 -8.8818E-16
  9.8868E+00  5.3589E-01  5.4841E-01  2.8322E-01 -1.3548E-15 -1.3548E-15  2.1509E-02  3.4026E-02 -2.6645E-15
  1.3572E+01  5.8488E-01  5.9736E-01  3.3392E-01 -3.9552E-15 -3.9552E-15  2.1862E-02  3.4349E-02 -7.8826E-15
  1.3572E+01  5.8488E-01  5.9736E-01  3.3392E-01  1.1204E-07 -3.9552E-15  2.1862E-02  3.4349E-02 -7.8826E-15
  1.6049E+01  6.2216E-01  6.3462E-01  3.7225E-01  4.0910E-02 -6.7099E-15  2.2084E-02  3.4553E-02 -1.3434E-14
  1.9217E+01  6.7344E-01  6.8588E-01  4.2476E-01  9.5540E-02 -1.2849E-14  2.2349E-02  3.4798E-02 -2.5646E-14
  2.2180E+01  7.2462E-01  7.3705E-01  4.7699E-01  1.4960E-01 -2.0737E-14  2.2582E-02  3.5013E-02 -4.1522E-14
  2.5221E+01  7.8005E-01  7.9246E-01  5.3342E-01  2.0777E-01 -3.0627E-14  2.2808E-02  3.5223E-02 -6.1284E-14
  2.8661E+01  8.4593E-01  8.5832E-01  6.0035E-01  2.7654E-01 -4.3044E-14  2.3050E-02  3.5450E-02 -8.6153E-14
  3.1829E+01  9.0928E-01  9.2166E-01  6.6460E-01  3.4236E-01 -5.5090E-14  2.3262E-02  3.5649E-02 -1.1013E-13
  3.5041E+01  9.7599E-01  9.8835E-01  7.3216E-01  4.1143E-01 -6.7489E-14  2.3468E-02  3.5844E-02 -1.3500E-13
  3.7694E+01  1.0328E+00  1.0452E+00  7.8966E-01  4.7012E-01 -7.8082E-14  2.3633E-02  3.5999E-02 -1.5610E-13
  4.4055E+01  1.1752E+00  1.1875E+00  9.3353E-01  6.1664E-01 -1.0627E-13  2.4007E-02  3.6357E-02 -2.1250E-13
  4.4055E+01  1.1752E+00  1.1875E+00  9.3353E-01  6.1664E-01  2.3799E-08  2.4007E-02  3.6357E-02 -2.1250E-13
  4.8950E+01  1.2939E+00  1.3062E+00  1.0533E+00  7.3835E-01  1.2957E-01  2.4289E-02  3.6627E-02 -2.6690E-13
  5.5197E+01  1.4517E+00  1.4640E+00  1.2123E+00  8.9965E-01  2.9704E-01  2.4629E-02  3.6957E-02 -3.6326E-13
  6.2045E+01  1.6322E+00  1.6445E+00  1.3941E+00  1.0838E+00  4.8741E-01  2.4983E-02  3.7303E-02 -4.9694E-13
  6.8552E+01  1.8107E+00  1.8230E+00  1.5737E+00  1.2654E+00  6.7456E-01  2.5305E-02  3.7620E-02 -6.4038E-13
  7.5386E+01  2.0051E+00  2.0173E+00  1.7692E+00  1.4629E+00  8.7741E-01  2.5629E-02  3.7942E-02 -8.0957E-13
  8.1253E+01  2.1772E+00  2.1895E+00  1.9422E+00  1.6376E+00  1.0565E+00  2.5897E-02  3.8212E-02 -9.6767E-13
  8.8589E+01  2.3992E+00  2.4115E+00  2.1652E+00  1.8625E+00  1.2867E+00  2.6224E-02  3.8542E-02 -1.1759E-12
  9.5272E+01  2.6077E+00  2.6200E+00  2.3746E+00  2.0735E+00  1.5022E+00  2.6513E-02  3.8837E-02 -1.3785E-12
  1.0155E+02  2.8088E+00  2.8210E+00  2.5765E+00  2.2769E+00  1.7097E+00  2.6778E-02  3.9110E-02 -1.5801E-12
  1.0971E+02  3.0773E+00  3.0896E+00  2.8460E+00  2.5484E+00  1.9862E+00  2.7116E-02  3.9459E-02 -1.8616E-12
  1.1756E+02  3.3435E+00  3.3558E+00  3.1131E+00  2.8172E+00  2.2597E+00  2.7434E-02  3.9792E-02 -2.1565E-12
  1.2507E+02  3.6048E+00  3.6171E+00  3.3752E+00  3.0809E+00  2.5277E+00  2.7733E-02  4.0107E-02 -2.4638E-12
  1.3271E+02  3.8773E+00  3.8896E+00  3.6485E+00  3.3558E+00  2.8068E+00  2.8033E-02  4.0425E-02 -2.8031E-12
  1.4030E+02  4.1547E+00  4.1670E+00  3.9266E+00  3.6355E+00  3.0906E+00  2.8327E-02  4.0740E-02 -3.1681E-12
  1.4758E+02  4.4270E+00  4.4393E+00  4.1997E+00  3.9099E+00  3.3689E+00  2.8606E-02  4.1042E-02 -3.5421E-12
  1.5453E+02  4.6920E+00  4.7044E+00  4.4653E+00  4.1769E+00  3.6394E+00  2.8870E-02  4.1329E-02 -3.9204E-12
  1.6158E+02  4.9665E+00  4.9788E+00  4.7405E+00  4.4533E+00  3.9194E+00  2.9136E-02  4.1620E-02 -4.3343E-12
  1.6858E+02  5.2442E+00  5.2566E+00  5.0188E+00  4.7330E+00  4.2025E+00  2.9399E-02  4.1909E-02 -4.7748E-12
  1.7528E+02  5.5154E+00  5.5278E+00  5.2906E+00  5.0060E+00  4.4786E+00  2.9649E-02  4.2187E-02 -5.2331E-12
  1.8167E+02  5.7782E+00  5.7906E+00  5.5539E+00  5.2704E+00  4.7461E+00  2.9887E-02  4.2452E-02 -5.7039E-12
  1.8815E+02  6.0493E+00  6.0617E+00  5.8255E+00  5.5432E+00  5.0218E+00  3.0127E-02  4.2722E-02 -6.2190E-12
  1.9458E+02  6.3227E+00  6.3352E+00  6.0995E+00  5.8182E+00  5.2998E+00  3.0365E-02  4.2991E-02 -6.7715E-12
  2.0074E+02  6.5888E+00  6.6013E+00  6.3661E+00  6.0859E+00  5.5702E+00  3.0593E-02  4.3249E-02 -7.3399E-12
  2.0661E+02  6.8461E+00  6.8586E+00  6.6238E+00  6.3446E+00  5.8315E+00  3.0809E-02  4.3497E-02 -7.9190E-12
  2.1256E+02  7.1109E+00  7.1235E+00  6.8891E+00  6.6109E+00  6.1004E+00  3.1029E-02  4.3749E-02 -8.5478E-12
  2.1847E+02  7.3775E+00  7.3901E+00  7.1562E+00  6.8788E+00  6.3709E+00  3.1247E-02  4.4001E-02 -9.2140E-12
  2.2413E+02  7.6364E+00  7.6490E+00  7.4155E+00  7.1391E+00  6.6337E+00  3.1456E-02  4.4244E-02 -9.8925E-12
  2.2953E+02  7.8864E+00  7.8991E+00  7.6659E+00  7.3904E+00  6.8872E+00  3.1656E-02  4.4477E-02 -1.0580E-11
  2.3500E+02  8.1434E+00  8.1561E+00  7.9233E+00  7.6487E+00  7.1478E+00  3.1859E-02  4.4715E-02 -1.1321E-11
  2.4044E+02  8.4017E+00  8.4144E+00  8.1820E+00  7.9082E+00  7.4096E+00  3.2061E-02  4.4953E-02 -1.2097E-11
  2.4565E+02  8.6525E+00  8.6652E+00  8.4331E+00  8.1601E+00  7.6637E+00  3.2255E-02  4.5182E-02 -1.2886E-11
  2.5062E+02  8.8943E+00  8.9070E+00  8.6753E+00  8.4031E+00  7.9087E+00  3.2440E-02  4.5403E-02 -1.3678E-11
  2.5566E+02  9.1427E+00  9.1554E+00  8.9240E+00  8.6526E+00  8.1602E+00  3.2629E-02  4.5628E-02 -1.4523E-11
  4.9455E+00  4.2902E-01  4.4099E-01  2.0150E-01  0.0000E+00  0.0000E+00  2.6011E-02  3.7985E-02  0.0000E+00
  6.9106E+00  4.4985E-01  4.6179E-01  2.2337E-01 -1.9984E-15 -1.9984E-15  2.6341E-02  3.8292E-02 -3.9968E-15
  8.6048E+00  4.7066E-01  4.8259E-01  2.4500E-01 -5.8148E-15 -5.8148E-15  2.6605E-02  3.8539E-02 -1.1657E-14
  1.1627E+01  5.1306E-01  5.2496E-01  2.8870E-01 -1.4797E-14 -1.4797E-14  2.7041E-02  3.8951E-02 -2.9643E-14
  1.1627E+01  5.1306E-01  5.2496E-01  2.8870E-01  9.5628E-08 -1.4797E-14  2.7041E-02  3.8951E-02 -2.9643E-14
  1.3624E+01  5.4480E-01  5.5668E-01  3.2125E-01  3.4747E-02 -2.3669E-14  2.7316E-02  3.9212E-02 -4.7296E-14
  1.6146E+01  5.8794E-01  5.9980E-01  3.6531E-01  8.0620E-02 -4.3538E-14  2.7644E-02  3.9526E-02 -8.7041E-14
  1.8475E+01  6.3050E-01  6.4235E-01  4.0867E-01  1.2553E-01 -6.7783E-14  2.7931E-02  3.9804E-02 -1.3556E-13
  2.0841E+01  6.7612E-01  6.8797E-01  4.5505E-01  1.7339E-01 -9.6489E-14  2.8210E-02  4.0075E-02 -1.9296E-13
  2.3490E+01  7.2984E-01  7.4167E-01  5.0955E-01  2.2945E-01 -1.2948E-13  2.8510E-02  4.0369E-02 -2.5890E-13
  2.5905E+01  7.8103E-01  7.9285E-01  5.6141E-01  2.8266E-01 -1.5897E-13  2.8772E-02  4.0628E-02 -3.1797E-13
  2.8334E+01  8.3451E-01  8.4633E-01  6.1554E-01  3.3807E-01 -1.8833E-13  2.9027E-02  4.0881E-02 -3.7659E-13
  3.0324E+01  8.7977E-01  8.9159E-01  6.6129E-01  3.8483E-01 -2.1259E-13  2.9230E-02  4.1084E-02 -4.2522E-13
  3.5048E+01  9.9211E-01  1.0039E+00  7.7473E-01  5.0052E-01 -2.7298E-13  2.9693E-02  4.1553E-02 -5.4601E-13
  3.5048E+01  9.9211E-01  1.0039E+00  7.7473E-01  5.0052E-01  1.8722E-08  2.9693E-02  4.1553E-02 -5.4601E-13
  3.8628E+01  1.0847E+00  1.0965E+00  8.6814E-01  5.9558E-01  1.0151E-01  3.0041E-02  4.1908E-02 -6.4859E-13
  4.3145E+01  1.2066E+00  1.2184E+00  9.9093E-01  7.2031E-01  2.3142E-01  3.0462E-02  4.2344E-02 -7.9114E-13
  4.8036E+01  1.3446E+00  1.3564E+00  1.1298E+00  8.6118E-01  3.7751E-01  3.0900E-02  4.2802E-02 -9.6634E-13
  5.2629E+01  1.4796E+00  1.4914E+00  1.2657E+00  9.9875E-01  5.1969E-01  3.1296E-02  4.3223E-02 -1.1529E-12
  5.7400E+01  1.6252E+00  1.6371E+00  1.4121E+00  1.1469E+00  6.7234E-01  3.1697E-02  4.3653E-02 -1.3722E-12
  6.1456E+01  1.7532E+00  1.7651E+00  1.5406E+00  1.2768E+00  8.0599E-01  3.2029E-02  4.4014E-02 -1.5814E-12
  6.6478E+01  1.9167E+00  1.9287E+00  1.7050E+00  1.4428E+00  9.7633E-01  3.2432E-02  4.4456E-02 -1.8727E-12
  7.1008E+01  2.0691E+00  2.0810E+00  1.8580E+00  1.5972E+00  1.1345E+00  3.2789E-02  4.4851E-02 -2.1698E-12
  7.5228E+01  2.2150E+00  2.2269E+00  2.0044E+00  1.7449E+00  1.2857E+00  3.3116E-02  4.5218E-02 -2.4789E-12
  8.0658E+01  2.4083E+00  2.4203E+00  2.1984E+00  1.9406E+00  1.4855E+00  3.3533E-02  4.5689E-02 -2.9292E-12
  8.5836E+01  2.5983E+00  2.6104E+00  2.3891E+00  2.1327E+00  1.6816E+00  3.3925E-02  4.6138E-02 -3.4195E-12
  9.0738E+01  2.7834E+00  2.7955E+00  2.5747E+00  2.3197E+00  1.8722E+00  3.4294E-02  4.6564E-02 -3.9444E-12
  9.5682E+01  2.9751E+00  2.9872E+00  2.7669E+00  2.5133E+00  2.0693E+00  3.4663E-02  4.6995E-02 -4.5395E-12
  1.0055E+02  3.1688E+00  3.1810E+00  2.9612E+00  2.7089E+00  2.2683E+00  3.5026E-02  4.7423E-02 -5.1950E-12
  1.0519E+02  3.3577E+00  3.3700E+00  3.1506E+00  2.8995E+00  2.4621E+00  3.5370E-02  4.7832E-02 -5.8833E-12
  1.0958E+02  3.5405E+00  3.5528E+00  3.3338E+00  3.0838E+00  2.6494E+00  3.5695E-02  4.8221E-02 -6.6001E-12
  1.1400E+02  3.7286E+00  3.7409E+00  3.5223E+00  3.2735E+00  2.8420E+00  3.6023E-02  4.8617E-02 -7.3994E-12
  1.1835E+02  3.9178E+00  3.9303E+00  3.7120E+00  3.4643E+00  3.0356E+00  3.6346E-02  4.9010E-02 -8.2707E-12
  1.2250E+02  4.1016E+00  4.1140E+00  3.8961E+00  3.6494E+00  3.2235E+00  3.6654E-02  4.9388E-02 -9.1838E-12
  1.2642E+02  4.2787E+00  4.2912E+00  4.0737E+00  3.8279E+00  3.4044E+00  3.6946E-02  4.9749E-02 -1.0132E-11
  1.3037E+02  4.4605E+00  4.4731E+00  4.2558E+00  4.0110E+00  3.5901E+00  3.7241E-02  5.0117E-02 -1.1177E-11
  1.3427E+02  4.6430E+00  4.6556E+00  4.4386E+00  4.1947E+00  3.7763E+00  3.7534E-02  5.0483E-02 -1.2298E-11
  1.3798E+02  4.8197E+00  4.8324E+00  4.6157E+00  4.3727E+00  3.9565E+00  3.7813E-02  5.0836E-02 -1.3454E-11
  1.4149E+02  4.9898E+00  5.0026E+00  4.7861E+00  4.5439E+00  4.1299E+00  3.8079E-02  5.1173E-02 -1.4635E-11
  1.4504E+02  5.1641E+00  5.1769E+00  4.9607E+00  4.7193E+00  4.3075E+00  3.8349E-02  5.1517E-02 -1.5916E-11
  1.4853E+02  5.3388E+00  5.3517E+00  5.1356E+00  4.8951E+00  4.4854E+00  3.8616E-02  5.1861E-02 -1.7272E-11
  1.5186E+02  5.5077E+00  5.5207E+00  5.3049E+00  5.0651E+00  4.6575E+00  3.8873E-02  5.2192E-02 -1.8650E-11
  1.5502E+02  5.6702E+00  5.6832E+00  5.4676E+00  5.2286E+00  4.8229E+00  3.9118E-02  5.2510E-02 -2.0044E-11
  1.5821E+02  5.8366E+00  5.8497E+00  5.6342E+00  5.3960E+00  4.9922E+00  3.9366E-02  5.2834E-02 -2.1540E-11
  1.6136E+02  6.0032E+00  6.0163E+00  5.8011E+00  5.5635E+00  5.1616E+00  3.9613E-02  5.3159E-02 -2.3107E-11
  1.6436E+02  6.1643E+00  6.1775E+00  5.9624E+00  5.7255E+00  5.3254E+00  3.9851E-02  5.3472E-02 -2.4690E-11
  1.6721E+02  6.3191E+00  6.3323E+00  6.1174E+00  5.8812E+00  5.4828E+00  4.0078E-02  5.3772E-02 -2.6276E-11
  1.7009E+02  6.4775E+00  6.4908E+00  6.2761E+00  6.0405E+00  5.6439E+00  4.0309E-02  5.4080E-02 -2.7965E-11
  4.4253E+00  3.8019E-01  3.9141E-01  1.7403E-01  0.0000E+00  0.0000E+00  3.2133E-02  4.3360E-02  0.0000E+00
  6.0803E+00  3.9905E-01  4.1026E-01  1.9363E-01 -2.1996E-15 -2.1996E-15  3.2541E-02  4.3765E-02 -4.3854E-15
  7.4813E+00  4.1747E-01  4.2868E-01  2.1262E-01 -6.1444E-15 -6.1444E-15  3.2867E-02  4.4092E-02 -1.2268E-14
  9.9329E+00  4.5418E-01  4.6539E-01  2.5026E-01 -1.5009E-14 -1.5009E-14  3.3406E-02  4.4639E-02 -2.9976E-14
  9.9329E+00  4.5418E-01  4.6539E-01  2.5026E-01  8.1410E-08 -1.5009E-14  3.3406E-02  4.4639E-02 -2.9976E-14
  1.1523E+01  4.8117E-01  4.9238E-01  2.7781E-01  2.9418E-02 -2.2440E-14  3.3745E-02  4.4987E-02 -4.4853E-14
  1.3502E+01  5.1733E-01  5.2855E-01  3.1462E-01  6.7765E-02 -3.4535E-14  3.4149E-02  4.5407E-02 -6.9056E-14
  1.5307E+01  5.5255E-01  5.6378E-01  3.5040E-01  1.0486E-01 -4.8662E-14  3.4505E-02  4.5779E-02 -9.7367E-14
  1.7118E+01  5.8990E-01  6.0115E-01  3.8827E-01  1.4398E-01 -6.6103E-14  3.4850E-02  4.6144E-02 -1.3223E-13
  1.9124E+01  6.3340E-01  6.4466E-01  4.3231E-01  1.8935E-01 -8.8651E-14  3.5220E-02  4.6540E-02 -1.7730E-13
  2.0933E+01  6.7446E-01  6.8574E-01  4.7383E-01  2.3201E-01 -1.1197E-13  3.5544E-02  4.6890E-02 -2.2393E-13
  2.2736E+01  7.1699E-01  7.2829E-01  5.1679E-01  2.7605E-01 -1.3810E-13  3.5859E-02  4.7233E-02 -2.7622E-13
  2.4201E+01  7.5271E-01  7.6403E-01  5.5285E-01  3.1297E-01 -1.6208E-13  3.6110E-02  4.7509E-02 -3.2419E-13
  2.7639E+01  8.4047E-01  8.5184E-01  6.4134E-01  4.0337E-01 -2.2959E-13  3.6682E-02  4.8147E-02 -4.5919E-13
  2.7639E+01  8.4047E-01  8.5184E-01  6.4134E-01  4.0337E-01  1.4577E-08  3.6682E-02  4.8147E-02 -4.5919E-13
  3.0200E+01  9.1197E-01  9.2338E-01  7.1336E-01  4.7678E-01  7.8689E-02  3.7112E-02  4.8633E-02 -5.8842E-13
  3.3392E+01  1.0050E+00  1.0165E+00  8.0702E-01  5.7209E-01  1.7831E-01  3.7632E-02  4.9229E-02 -7.8448E-13
  3.6801E+01  1.1091E+00  1.1207E+00  9.1175E-01  6.7848E-01  2.8906E-01  3.8173E-02  4.9859E-02 -1.0418E-12
  3.9960E+01  1.2099E+00  1.2215E+00  1.0130E+00  7.8125E-01  3.9567E-01  3.8663E-02  5.0438E-02 -1.3269E-12
  4.3202E+01  1.3175E+00  1.3292E+00  1.1211E+00  8.9078E-01  5.0899E-01  3.9157E-02  5.1031E-02 -1.6764E-12
  4.5928E+01  1.4112E+00  1.4229E+00  1.2152E+00  9.8602E-01  6.0730E-01  3.9568E-02  5.1529E-02 -2.0299E-12
  4.9267E+01  1.5299E+00  1.5417E+00  1.3343E+00  1.1066E+00  7.3149E-01  4.0065E-02  5.2140E-02 -2.5491E-12
  5.2246E+01  1.6394E+00  1.6514E+00  1.4443E+00  1.2177E+00  8.4580E-01  4.0506E-02  5.2688E-02 -3.1002E-12
  5.4993E+01  1.7435E+00  1.7555E+00  1.5487E+00  1.3232E+00  9.5413E-01  4.0910E-02  5.3196E-02 -3.6926E-12
  5.8492E+01  1.8802E+00  1.8924E+00  1.6858E+00  1.4617E+00  1.0962E+00  4.1423E-02  5.3850E-02 -4.5803E-12
  6.1791E+01  2.0135E+00  2.0257E+00  1.8194E+00  1.5966E+00  1.2343E+00  4.1907E-02  5.4473E-02 -5.5604E-12
  6.4882E+01  2.1421E+00  2.1545E+00  1.9484E+00  1.7268E+00  1.3675E+00  4.2362E-02  5.5065E-02 -6.6258E-12
  6.7968E+01  2.2743E+00  2.2868E+00  2.0809E+00  1.8604E+00  1.5041E+00  4.2817E-02  5.5663E-02 -7.8524E-12
  7.0979E+01  2.4070E+00  2.4196E+00  2.2139E+00  1.9945E+00  1.6410E+00  4.3263E-02  5.6257E-02 -9.2353E-12
  7.3818E+01  2.5354E+00  2.5481E+00  2.3425E+00  2.1242E+00  1.7734E+00  4.3686E-02  5.6825E-02 -1.0818E-11
  7.6480E+01  2.6587E+00  2.6716E+00  2.4661E+00  2.2487E+00  1.9004E+00  4.4086E-02  5.7367E-02 -1.2562E-11
  7.9139E+01  2.7849E+00  2.7979E+00  2.5926E+00  2.3761E+00  2.0302E+00  4.4488E-02  5.7916E-02 -1.4552E-11
  8.1737E+01  2.9110E+00  2.9241E+00  2.7189E+00  2.5034E+00  2.1599E+00  4.4885E-02  5.8463E-02 -1.6731E-11
  8.4189E+01  3.0328E+00  3.0460E+00  2.8408E+00  2.6262E+00  2.2849E+00  4.5263E-02  5.8988E-02 -1.8999E-11
  8.6491E+01  3.1494E+00  3.1628E+00  2.9577E+00  2.7439E+00  2.4047E+00  4.5621E-02  5.9489E-02 -2.1304E-11
  8.8794E+01  3.2685E+00  3.2820E+00  3.0770E+00  2.8640E+00  2.5268E+00  4.5983E-02  5.9999E-02 -2.3782E-11
  9.1047E+01  3.3874E+00  3.4010E+00  3.1960E+00  2.9838E+00  2.6487E+00  4.6342E-02  6.0507E-02 -2.6386E-11
  9.3176E+01  3.5019E+00  3.5156E+00  3.3107E+00  3.0992E+00  2.7661E+00  4.6684E-02  6.0996E-02 -2.9019E-11
  9.5178E+01  3.6116E+00  3.6254E+00  3.4205E+00  3.2098E+00  2.8784E+00  4.7009E-02  6.1463E-02 -3.1657E-11
  9.7184E+01  3.7235E+00  3.7374E+00  3.5325E+00  3.3225E+00  2.9930E+00  4.7339E-02  6.1940E-02 -3.4468E-11
  9.9149E+01  3.8350E+00  3.8491E+00  3.6442E+00  3.4349E+00  3.1072E+00  4.7666E-02  6.2416E-02 -3.7393E-11
  1.0101E+02  3.9424E+00  3.9566E+00  3.7518E+00  3.5431E+00  3.2171E+00  4.7980E-02  6.2874E-02 -4.0323E-11
