,phs_col:phs_col_dp.State_phos_module_2.Matrix_t_phos_module_2.Matrix_t_phos_module_2_0,phs_col:phs_col_dp.State_phos_module_2.Matrix_t_phos_module_2.Matrix_t_phos_module_2_10,phs_col:phs_col_dp.State_phos_module_2.Matrix_t_phos_module_2.Matrix_t_phos_module_2_18,
2012/03/31 11:09:50.808,,-24.965947677019,,
2012/03/31 11:11:20.277,,,-25.058960979177,
2012/03/31 11:23:32.647,-24.371376675328,,,
2012/03/31 12:10:17.879,,-24.970118421055,,
2012/03/31 12:11:22.082,,,-25.063818244153,
2012/03/31 12:23:41.342,-24.335434605354,,,
2012/03/31 13:10:29.418,,-24.946048041017,,
2012/03/31 13:11:30.449,,,-25.071408481171,
2012/03/31 13:23:41.835,-24.351011505267,,,
2012/03/31 14:10:35.270,,-24.958473539661,,
2012/03/31 14:11:31.379,,,-25.075486498327,
2012/03/31 14:23:50.859,-24.354721602216,,,
2012/03/31 15:10:41.997,,-24.958430167352,,
2012/03/31 15:11:40.950,,,-25.071321658711,
2012/03/31 15:23:56.492,-24.363654457844,,,
2012/03/31 16:11:04.474,,-24.958387717859,,
2012/03/31 16:11:41.224,,,-25.071330105197,
2012/03/31 16:24:00.703,-24.355888213694,,,
2012/03/31 17:11:40.185,,-24.962029869183,,
2012/03/31 17:11:50.357,,,-25.069545886742,
2012/03/31 17:24:18.805,-24.335392721326,,,
2012/03/31 18:11:51.178,,,-25.075651695118,
2012/03/31 18:11:58.287,,-24.968644365455,,
2012/03/31 18:24:27.938,-24.379664982524,,,
2012/03/31 19:11:58.342,,-24.9700863544,,
2012/03/31 19:12:17.592,,,-25.068024660569,
2012/03/31 19:24:35.321,-24.363654457844,,,
2012/03/31 20:12:07.114,,-24.967375221425,,
2012/03/31 20:12:44.739,,,-25.076286918016,
2012/03/31 20:24:36.438,-24.369563019184,,,
2012/03/31 21:12:16.029,,-24.958473539661,,
2012/03/31 21:12:53.763,,,-25.055669438098,
2012/03/31 21:24:36.821,-24.355024439246,,,
2012/03/31 22:12:36.646,,-24.962626204735,,
2012/03/31 22:12:54.037,,,-25.073508383259,
2012/03/31 22:24:49.673,-24.367191284126,,,
2012/03/31 23:12:54.201,,,-25.065760891102,
2012/03/31 23:13:10.388,,-24.957700604084,,
2012/03/31 23:24:55.306,-24.342899185936,,,
2012/04/01 00:12:54.366,,,-25.08381260796,
2012/04/01 00:13:19.740,,-24.966416563757,,
2012/04/01 00:25:04.330,-24.342724538165,,,
2012/04/01 01:12:54.639,,,-25.068139063595,
2012/04/01 01:13:20.014,,-24.961446633474,,
2012/04/01 01:25:04.822,-24.367149402572,,,
2012/04/01 02:12:58.194,,,-25.075564872775,
2012/04/01 02:13:44.022,,-24.962626204735,,
2012/04/01 02:25:13.299,-24.367385504074,,,
2012/04/01 03:13:02.953,,,-25.075564872775,
2012/04/01 03:13:55.890,,-24.958487997097,,
2012/04/01 03:25:16.089,-24.392433440609,,,
2012/04/01 04:13:04.101,,,-25.075651695119,
2012/04/01 04:13:56.273,,-24.962587702841,,
2012/04/01 04:25:22.815,-24.363452870573,,,
2012/04/01 05:13:04.325,,,-25.068146585599,
2012/04/01 05:13:59.341,,-24.962626204735,,
2012/04/01 05:25:22.821,-24.357097515974,,,
2012/04/01 06:13:22.318,,,-25.079403596679,
2012/04/01 06:14:03.114,,-24.962626204735,,
2012/04/01 06:25:30.751,-24.367559173154,,,
2012/04/01 07:13:22.920,,,-25.063982388146,
2012/04/01 07:14:33.138,,-24.955965827094,,
2012/04/01 07:25:35.728,-24.346956445908,,,
2012/04/01 08:13:27.897,,,-25.068017271173,
2012/04/01 08:14:33.193,,-24.958516911969,,
2012/04/01 08:25:41.142,-24.354851389518,,,
2012/04/01 09:13:33.092,,,-25.071408481171,
2012/04/01 09:14:34.233,,-24.958473539661,,
2012/04/01 09:25:46.228,-24.367666870326,,,
2012/04/01 10:13:41.569,,,-25.066431774254,
2012/04/01 10:14:39.647,,-24.965976744672,,
2012/04/01 10:25:50.877,-24.353190772806,,,
2012/04/01 11:13:44.687,,,-25.051477912402,
2012/04/01 11:14:45.718,,-24.950168193122,,
2012/04/01 11:25:58.260,-24.351011505267,,,
2012/04/01 12:14:05.304,,,-25.055591053794,
2012/04/01 12:14:51.132,,-24.950146506911,,
2012/04/01 12:26:00.503,-24.323138627263,,,
2012/04/01 13:14:11.812,,,-25.063904145994,
2012/04/01 13:14:51.515,,-24.957657233186,,
2012/04/01 13:26:09.527,-24.368315238599,,,
2012/04/01 14:14:16.631,,,-25.063860733237,
2012/04/01 14:15:02.568,,-24.950255082782,,
2012/04/01 14:26:14.563,-24.363567471557,,,
2012/04/01 15:14:22.919,,,-25.063095681522,
2012/04/01 15:15:55.559,,-24.942292287955,,
2012/04/01 15:26:36.383,-24.330386861467,,,
2012/04/01 16:14:29.318,,,-25.063904145994,
2012/04/01 16:16:01.083,,-24.950168193122,,
2012/04/01 16:26:42.564,-24.338928164452,,,
2012/04/01 17:14:45.014,,,-25.05646386628,
2012/04/01 17:16:06.498,,-24.946372880232,,
2012/04/01 17:26:48.087,-24.338584819061,,,
2012/04/01 18:14:45.397,,,-25.051448816502,
2012/04/01 18:16:13.881,,-24.945928766698,,
2012/04/01 18:26:52.736,-24.342295133835,,,
2012/04/01 19:14:59.452,,,-25.063095681522,
2012/04/01 19:16:32.201,,-24.956831930816,,
2012/04/01 19:26:55.744,-24.342770776765,,,
2012/04/01 20:15:12.632,,,-25.055154429577,
2012/04/01 20:16:35.100,,-24.950168193122,,
2012/04/01 20:27:01.487,-24.342813579823,,,
2012/04/01 21:15:23.078,,,-25.051347673613,
2012/04/01 21:17:07.749,,-24.954686026383,,
2012/04/01 21:27:05.261,-24.338584819061,,,
2012/04/01 22:15:31.664,,,-25.06306316257,
2012/04/01 22:17:08.241,,-24.949806582591,,
2012/04/01 22:27:14.394,-24.367061497331,,,
2012/04/01 23:16:00.875,,,-25.058982684878,
2012/04/01 23:17:26.295,,-24.951662675814,,
2012/04/01 23:27:14.835,-24.354598707465,,,
2012/04/02 00:16:04.206,,,-25.071321658711,
2012/04/02 00:17:35.753,,-24.946372880232,,
2012/04/02 00:27:16.093,-24.375694441501,,,
2012/04/02 01:17:09.339,,,-25.071343364326,
2012/04/02 01:17:35.808,,-24.953562525651,,
2012/04/02 01:27:33.210,-24.358742244664,,,
2012/04/02 02:17:13.004,,,-25.063052270178,
2012/04/02 02:17:36.519,,-24.950233341439,,
2012/04/02 02:27:39.171,-24.342317033576,,,
2012/04/02 03:17:38.543,,,-25.043164787435,
2012/04/02 03:17:54.730,,-24.93775312249,,
2012/04/02 03:27:42.180,-24.363120371976,,,
2012/04/02 04:17:38.817,,,-25.066809032734,
2012/04/02 04:18:03.098,,-24.957650004704,,
2012/04/02 04:27:48.797,-24.342683789905,,,
2012/04/02 05:17:42.262,,,-25.050713263978,
2012/04/02 05:18:12.887,,-24.945257438466,,
2012/04/02 05:27:51.587,-24.366422162003,,,
2012/04/02 06:17:47.349,,,-25.063095681522,
2012/04/02 06:18:22.020,,-24.950189883479,,
2012/04/02 06:27:58.532,-24.354721602217,,,
2012/04/02 07:17:57.466,,,-25.058066525553,
2012/04/02 07:18:23.935,,-24.946037197897,,
2012/04/02 07:28:04.931,-24.354851389518,,,
2012/04/02 08:18:06.450,,,-25.066933701545,
2012/04/02 08:18:48.995,,-24.946022740404,,
2012/04/02 08:28:25.718,-24.346567083018,,,
2012/04/02 09:18:51.557,,-24.946015511658,-25.063095681522,
2012/04/02 09:28:37.475,-24.326501430862,,,
2012/04/02 10:18:58.612,,-24.957628319255,,
2012/04/02 10:19:28.143,,,-25.063095681522,
2012/04/02 10:28:37.968,-24.358733960377,,,
2012/04/02 11:18:59.214,,-24.946054698673,,
2012/04/02 11:19:33.886,,,-25.058982223054,
2012/04/02 11:28:43.711,-24.34665405262,,,
2012/04/02 12:19:09.222,,-24.957671690152,,
2012/04/02 12:19:54.941,,,-25.058971793054,
2012/04/02 12:28:47.594,-24.358863747514,,,
2012/04/02 13:19:17.590,,-24.953440785949,,
2012/04/02 13:20:31.855,,,-25.075030225994,
2012/04/02 13:28:47.868,-24.351357610792,,,
2012/04/02 14:19:18.067,,-24.949806582591,,
2012/04/02 14:20:37.473,,,-25.071408481171,
2012/04/02 14:28:56.548,-24.334268990076,,,
2012/04/02 15:19:21.138,,-24.950125282109,,
2012/04/02 15:21:26.371,,,-25.063860733237,
2012/04/02 15:28:57.321,-24.35527945108,,,
2012/04/02 16:19:27.865,,-24.956186705183,,
2012/04/02 16:21:26.973,,,-25.068038977524,
2012/04/02 16:29:06.236,-24.359121941058,,,
2012/04/02 17:19:30.538,,-24.957671690152,,
2012/04/02 17:22:11.416,,,-25.055677879536,
2012/04/02 17:29:11.074,-24.358971903457,,,
2012/04/02 18:19:45.878,,-24.958386795043,,
2012/04/02 18:22:20.642,,,-25.066804855248,
2012/04/02 18:29:16.046,-24.363310654886,,,
2012/04/02 19:20:13.714,,-24.950164578754,,
2012/04/02 19:22:28.025,,,-25.063095681522,
2012/04/02 19:29:20.148,-24.36723454639,,,
2012/04/02 20:20:16.175,,-24.957671690152,,
2012/04/02 20:22:30.596,,,-25.065610034595,
2012/04/02 20:29:25.343,-24.342468184248,,,
2012/04/02 21:20:20.933,,-24.950125282108,,
2012/04/02 21:22:48.698,,,-25.061724683237,
2012/04/02 21:29:25.727,-24.363265090637,,,
2012/04/02 22:20:41.222,,-24.957671690152,,
2012/04/02 22:22:58.597,,,-25.063095681522,
2012/04/02 22:29:26.000,-24.363178936677,,,
2012/04/02 23:20:44.668,,-24.946015511658,,
2012/04/02 23:23:02.152,,,-25.06318250421,
2012/04/02 23:29:26.274,-24.338801135868,,,
2012/04/03 00:20:48.770,,-24.950168193122,,
2012/04/03 00:23:06.254,,,-25.063904145994,
2012/04/03 00:29:35.189,-24.363697720866,,,
2012/04/03 01:21:08.075,,-24.957715061049,,
2012/04/03 01:23:25.559,,,-25.068880966904,
2012/04/03 01:29:44.541,-24.35532585522,,,
2012/04/03 02:21:13.633,,-24.958473539661,,
2012/04/03 02:23:30.875,,,-25.075564872775,
2012/04/03 02:29:52.890,-24.355162680207,,,
2012/04/03 03:21:44.250,,-24.959989728386,,
2012/04/03 03:23:36.359,,,-25.071321658711,
2012/04/03 03:30:02.340,-24.355067196897,,,
2012/04/03 04:23:05.898,,-24.958371234878,,
2012/04/03 04:23:40.460,,,-25.071408481171,
2012/04/03 04:30:11.692,-24.379790602881,,,
2012/04/03 05:23:15.141,,-24.958550946375,,
2012/04/03 05:24:31.375,,,-25.071321658711,
2012/04/03 05:30:22.685,-24.338779043938,,,
2012/04/03 06:23:15.633,,-24.958430167352,,
2012/04/03 06:24:37.008,,,-25.071408481171,
2012/04/03 06:30:28.209,-24.355197446554,,,
2012/04/03 07:23:24.110,,-24.950187786251,,
2012/04/03 07:24:38.703,,,-25.055540431486,
2012/04/03 07:30:30.123,-24.36793138234,,,
2012/04/03 08:23:24.931,,-24.957594156623,,
2012/04/03 08:24:56.587,,,-25.055677879536,
2012/04/03 08:30:40.788,-24.355196986308,,,
2012/04/03 09:23:51.564,,-24.95581545582,,
2012/04/03 09:25:24.204,,,-25.059777413282,
2012/04/03 09:30:46.202,-24.363481866003,,,
2012/04/03 10:23:52.275,,-24.958387717858,,
2012/04/03 10:25:31.040,,,-25.071408481171,
2012/04/03 10:30:51.835,-24.351098031652,,,
2012/04/03 11:24:35.178,,-24.946058884137,,
2012/04/03 11:25:42.422,,,-25.051477886691,
2012/04/03 11:31:07.278,-24.371163125701,,,
2012/04/03 12:24:55.040,,-24.95463499983,,
2012/04/03 12:25:51.149,,,-25.075456614203,
2012/04/03 12:31:25.069,-24.359036336784,,,
2012/04/03 13:25:01.064,,-24.962496087979,,
2012/04/03 13:26:17.626,,,-25.071408481171,
2012/04/03 13:31:25.077,-24.342681735807,,,
2012/04/03 14:25:05.197,,-24.958473539661,,
2012/04/03 14:26:21.540,,,-25.071408481171,
2012/04/03 14:31:25.273,-24.355888213695,,,
2012/04/03 15:25:22.424,,-24.952266218003,,
2012/04/03 15:26:27.611,,,-25.075651695118,
2012/04/03 15:31:25.984,-24.379444606479,,,
2012/04/03 16:25:50.104,,-24.95473258924,,
2012/04/03 16:26:27.728,,,-25.071444503256,
2012/04/03 16:31:34.414,-24.375994520021,,,
2012/04/03 17:25:52.237,,-24.954721745973,,
2012/04/03 17:26:38.065,,,-25.063204209881,
2012/04/03 17:31:35.453,-24.363416511223,,,
2012/04/03 18:26:07.932,,-24.9588242735,,
2012/04/03 18:26:46.542,,,-25.072173803629,
2012/04/03 18:31:43.821,-24.355953800899,,,
2012/04/03 19:26:08.972,,-24.958387717858,,
2012/04/03 19:26:55.784,,,-25.075521461602,
2012/04/03 19:31:44.204,-24.368522598646,,,
2012/04/03 20:26:17.558,,-24.958860026384,,
2012/04/03 20:27:04.370,,,-25.068049830699,
2012/04/03 20:31:56.680,-24.355196986308,,,
2012/04/03 21:26:17.805,,-24.954760932032,,
2012/04/03 21:27:13.805,,,-25.067688896155,
2012/04/03 21:32:16.115,-24.36762360736,,,
2012/04/03 22:26:35.797,,-24.954730420587,,
2012/04/03 22:27:41.094,,,-25.075546861756,
2012/04/03 22:32:20.873,-24.356147313801,,,
2012/04/03 23:26:45.040,,-24.957235878698,,
2012/04/03 23:28:08.493,,,-25.071451892401,
2012/04/03 23:32:24.100,-24.372327776453,,,
2012/04/04 00:27:02.923,,-24.958484382738,,
2012/04/04 00:28:38.626,,,-25.063947558752,
2012/04/04 00:32:30.499,-24.368316619377,,,
2012/04/04 01:27:41.369,,-24.958495225815,,
2012/04/04 01:28:42.509,,,-25.063947558752,
2012/04/04 01:32:30.554,-24.372159425888,,,
2012/04/04 02:27:45.689,,-24.958874484055,,
2012/04/04 02:28:44.861,,,-25.075543167188,
2012/04/04 02:32:30.937,-24.36041994109,,,
2012/04/04 03:27:49.244,,-24.964389056447,,
2012/04/04 03:29:11.822,,,-25.07336420388,
2012/04/04 03:32:40.508,-24.356277594548,,,
2012/04/04 04:27:57.831,,-24.96542355989,,
2012/04/04 04:29:21.393,,,-25.075608283947,
2012/04/04 04:32:48.985,-24.375821468609,,,
2012/04/04 05:27:58.104,,-24.967201630277,,
2012/04/04 05:29:21.666,,,-25.07266079332,
2012/04/04 05:32:49.587,-24.360245962644,,,
2012/04/04 06:28:33.890,,-24.971318207903,,
2012/04/04 06:29:50.234,,,-25.076373743189,
2012/04/04 06:32:53.545,-24.368574824822,,,
2012/04/04 07:28:43.680,,-24.971352257023,,
2012/04/04 07:29:57.070,,,-25.080573215317,
2012/04/04 07:32:59.287,-24.372544098032,,,
2012/04/04 08:28:45.594,,-24.971332665517,,
2012/04/04 08:30:06.094,,,-25.078901223641,
2012/04/04 08:33:05.139,-24.368141799665,,,
2012/04/04 09:28:52.430,,-24.951435722114,,
2012/04/04 09:30:06.914,,,-25.088799878632,
2012/04/04 09:33:07.163,-24.371349366241,,,
2012/04/04 10:28:53.032,,-24.95971932512,,
2012/04/04 10:30:07.188,,,-25.083964461651,
2012/04/04 10:33:07.765,-24.364605197866,,,
2012/04/04 11:28:53.416,,-24.97089240557,,
2012/04/04 11:30:16.978,,,-25.076373743189,
2012/04/04 11:33:08.039,-24.347819826615,,,
2012/04/04 12:29:06.377,,-24.967179943827,,
2012/04/04 12:30:22.611,,,-25.076373743189,
2012/04/04 12:33:16.953,-24.367537311753,,,
2012/04/04 13:29:11.682,,-24.962626204735,,
2012/04/04 13:30:25.072,,,-25.074481430094,
2012/04/04 13:33:17.337,-24.352394281611,,,
2012/04/04 14:29:15.893,,-24.967179943827,,
2012/04/04 14:30:25.236,,,-25.083799268144,
2012/04/04 14:33:20.126,-24.347949620568,,,
2012/04/04 15:29:19.931,,-24.959676412126,,
2012/04/04 15:30:51.587,,,-25.084686780576,
2012/04/04 15:33:24.492,-24.344153375359,,,
2012/04/04 16:29:38.252,,-24.964700630461,,
2012/04/04 16:30:52.517,,,-25.088832437943,
2012/04/04 16:33:26.407,-24.378975881032,,,
2012/04/04 17:29:47.823,,-24.975170911331,,
2012/04/04 17:31:01.213,,,-25.085047957753,
2012/04/04 17:33:26.571,-24.381131592557,,,
2012/04/04 18:29:48.081,,-24.974672003488,,
2012/04/04 18:31:05.409,,,-25.088843291046,
2012/04/04 18:33:27.158,-24.381347838649,,,
2012/04/04 19:29:56.886,,-24.963872654207,,
2012/04/04 19:31:10.276,,,-25.092074082403,
2012/04/04 19:33:35.853,-24.368466433769,,,
2012/04/04 20:30:42.113,,-24.967182943017,,
2012/04/04 20:31:10.659,,,-25.080954381393,
2012/04/04 20:33:46.518,-24.368573444045,,,
2012/04/04 21:30:42.605,,-24.979507974316,,
2012/04/04 21:31:11.042,,,-25.085526765601,
2012/04/04 21:33:54.120,-24.380828743162,,,
2012/04/04 22:30:51.738,,-24.964544643839,,
2012/04/04 22:31:29.363,,,-25.08632896283,
2012/04/04 22:33:54.722,-24.36861808919,,,
2012/04/04 23:30:51.903,,-24.979565189406,,
2012/04/04 23:31:38.824,,,-25.080954381393,
2012/04/04 23:34:15.558,-24.364994584017,,,
2012/04/05 00:31:09.442,,-24.972048250365,,
2012/04/05 00:31:56.364,,,-25.093275668038,
2012/04/05 00:34:20.082,-24.380612422148,,,
2012/04/05 01:31:18.794,,-24.983814109437,,
2012/04/05 01:32:21.794,,,-25.093404521707,
2012/04/05 01:34:23.965,-24.373754901317,,,
2012/04/05 02:31:24.756,,-24.987943497632,,
2012/04/05 02:32:41.099,,,-25.097156295538,
2012/04/05 02:34:31.020,-24.401627045885,,,
2012/04/05 03:31:27.873,,-24.984231341856,,
2012/04/05 03:32:59.529,,,-25.081108440255,
2012/04/05 03:34:31.294,-24.380832809127,,,
2012/04/05 04:31:28.475,,-24.987871517548,,
2012/04/05 04:33:00.240,,,-25.085978968334,
2012/04/05 04:34:51.146,-24.372717155286,,,
2012/04/05 05:31:36.843,,-24.982495429871,,
2012/04/05 05:33:00.295,,,-25.088375833054,
2012/04/05 05:34:58.638,-24.369783593692,,,
2012/04/05 06:31:37.554,,-24.979559729494,,
2012/04/05 06:33:35.678,,,-25.095912249264,
2012/04/05 06:35:07.334,-24.389416272331,,,
2012/04/05 07:31:46.468,,-24.99208173448,,
2012/04/05 07:33:49.733,,,-25.101312789558,
2012/04/05 07:35:07.389,-24.397657552265,,,
2012/04/05 08:31:55.820,,-24.980451539583,,
2012/04/05 08:33:53.944,,,-25.096413787936,
2012/04/05 08:35:16.522,-24.389589331493,,,
2012/04/05 09:31:57.934,,-24.980440696049,,
2012/04/05 09:33:54.199,,,-25.095464794183,
2012/04/05 09:35:16.667,-24.357302352618,,,
2012/04/05 10:32:03.677,,-24.984550162356,,
2012/04/05 10:34:03.988,,,-25.093424114635,
2012/04/05 10:35:22.410,-24.377247335869,,,
2012/04/05 11:32:05.154,,-24.992812452885,,
2012/04/05 11:34:04.372,,,-25.101298472755,
2012/04/05 11:35:25.746,-24.380915271564,,,
2012/04/05 12:32:14.287,,-24.981490216643,,
2012/04/05 12:34:13.395,,,-25.097539613287,
2012/04/05 12:35:25.911,-24.39338558436,,,
2012/04/05 13:32:18.498,,-24.984579086974,,
2012/04/05 13:34:13.888,,,-25.097199707837,
2012/04/05 13:35:37.122,-24.377291981623,,,
2012/04/05 14:32:23.366,,-24.974422413804,,
2012/04/05 14:34:26.630,,,-25.097539401644,
2012/04/05 14:35:42.974,-24.393688437508,,,
2012/04/05 15:32:23.639,,-24.977168601014,,
2012/04/05 15:34:32.045,,,-25.09756108887,
2012/04/05 15:35:53.419,-24.398350385484,,,
2012/04/05 16:32:35.038,,-24.984464798468,,
2012/04/05 16:35:07.834,,,-25.09344793477,
2012/04/05 16:35:53.553,-24.375833663561,,,
2012/04/05 17:32:41.546,,-24.984571849397,,
2012/04/05 17:35:08.436,,,-25.095500817765,
2012/04/05 17:35:54.264,-24.398458550696,,,
2012/04/05 18:33:09.148,,-24.989773851095,,
2012/04/05 18:35:17.226,,,-25.082265795605,
2012/04/05 18:36:03.054,-24.376989126908,,,
2012/04/05 19:33:09.969,,-24.987987175995,,
2012/04/05 19:35:26.249,,,-25.09752232063,
2012/04/05 19:36:11.968,-24.389160825945,,,
2012/04/05 20:33:27.087,,-24.977079527159,,
2012/04/05 20:35:35.492,,,-25.088657262708,
2012/04/05 20:36:12.132,-24.357355964653,,,
2012/04/05 21:33:27.142,,-24.972147394469,,
2012/04/05 21:35:44.625,,,-25.09332614996,
2012/04/05 21:36:21.266,-24.377375749943,,,
2012/04/05 22:33:28.181,,-24.980484070188,,
2012/04/05 22:35:44.680,,,-25.089992875752,
2012/04/05 22:36:21.321,-24.381060967232,,,
2012/04/05 23:33:36.986,,-24.964631395397,,
2012/04/05 23:35:54.360,,,-25.085900591313,
2012/04/05 23:36:21.923,-24.375112623712,,,
2012/04/06 00:33:45.682,,-24.973014921463,,
2012/04/06 00:36:29.415,-24.393558643305,,-25.09756108887,
2012/04/06 01:33:45.737,,-24.980375553731,,
2012/04/06 01:36:30.783,-24.381182911218,,,
2012/04/06 01:36:38.986,,,-25.097543077091,
2012/04/06 02:33:46.229,,-24.976728288027,,
2012/04/06 02:36:31.385,-24.368582825783,,,
2012/04/06 02:36:39.478,,,-25.093353764303,
2012/04/06 03:33:54.480,,-24.980401513413,,
2012/04/06 03:36:31.432,-24.368920661575,,,
2012/04/06 03:36:56.807,,,-25.077587147954,
2012/04/06 04:33:55.410,,-24.980412087574,,
2012/04/06 04:36:40.346,-24.369396036516,,,
2012/04/06 04:36:57.628,,,-25.079078337254,
2012/04/06 05:34:13.184,,-24.970136591124,,
2012/04/06 05:36:58.229,-24.340140052836,,,
2012/04/06 05:37:24.698,,,-25.082018188668,
2012/04/06 06:34:13.348,,-24.964718146953,,
2012/04/06 06:37:08.785,-24.377118921789,,,
2012/04/06 06:37:33.284,,,-25.077630100801,
2012/04/06 07:34:23.028,,-24.964660312583,,
2012/04/06 07:37:25.136,-24.372088475536,,,
2012/04/06 07:37:33.339,,,-25.093326983703,
2012/04/06 08:34:41.021,,-24.96840285361,,
2012/04/06 08:37:32.301,-24.349300281589,,,
2012/04/06 08:37:51.660,,,-25.077616091091,
2012/04/06 09:34:48.732,,-24.977046995453,,
2012/04/06 09:37:34.871,-24.373883319734,,,
2012/04/06 09:37:52.153,,,-25.090057304768,
2012/04/06 10:34:50.209,,-24.97295907247,,
2012/04/06 10:37:35.145,-24.405682871752,,,
2012/04/06 10:38:01.505,,,-25.097546617868,
2012/04/06 11:34:58.139,,-24.977090371061,,
2012/04/06 11:37:53.138,-24.394510748222,,,
2012/04/06 11:38:27.700,,,-25.102141908791,
2012/04/06 12:34:58.932,,-24.984554354566,,
2012/04/06 12:38:20.508,-24.398502277056,,,
2012/04/06 12:39:06.335,,,-25.090093361645,
2012/04/06 13:35:05.439,,-24.985310499406,,
2012/04/06 13:38:23.953,-24.369720074824,,,
2012/04/06 13:39:49.484,,,-25.100213312973,
2012/04/06 14:35:09.650,,-24.977090371061,,
2012/04/06 14:38:28.383,-24.382039949875,,,
2012/04/06 14:40:07.258,,,-25.105845264816,
2012/04/06 15:35:13.862,,-24.977090371061,,
2012/04/06 15:38:29.532,-24.361413821035,,,
2012/04/06 15:40:16.500,,,-25.094590142553,
2012/04/06 16:35:16.651,,-24.972937384638,,
2012/04/06 16:38:30.353,-24.357228005847,,,
2012/04/06 16:40:34.602,,,-25.085911444961,
2012/04/06 17:35:27.643,,-24.984575540809,,
2012/04/06 17:38:55.564,-24.38971912586,,,
2012/04/06 17:40:42.423,,,-25.090144133835,
2012/04/06 18:35:27.917,,-24.984515172679,,
2012/04/06 18:39:06.666,-24.356277109539,,,
2012/04/06 18:40:44.556,,,-25.10175367406,
2012/04/06 19:35:30.269,,-24.984593536439,,
2012/04/06 19:39:19.299,-24.385925630183,,,
2012/04/06 19:40:44.939,,,-25.097517675863,
2012/04/06 20:35:37.215,,-24.977085472995,,
2012/04/06 20:39:22.526,-24.369655940391,,,
2012/04/06 20:40:45.104,,,-25.093447472929,
2012/04/06 21:35:37.585,,-24.977133746668,,
2012/04/06 21:39:24.753,-24.402016427485,,,
2012/04/06 21:41:11.720,,,-25.096725400667,
2012/04/06 22:35:46.276,,-24.978985802133,,
2012/04/06 22:39:30.384,-24.398436917654,,,
2012/04/06 22:41:12.321,,,-25.102083339866,
2012/04/06 23:36:12.800,,-24.980107371778,,
2012/04/06 23:39:49.580,-24.373841434158,,,
2012/04/06 23:41:36.548,,,-25.098283886387,
2012/04/07 00:36:12.855,,-24.992812452886,,
2012/04/07 00:39:51.823,-24.389459537122,,,
2012/04/07 00:41:40.759,,,-25.090057304768,
2012/04/07 01:36:22.535,,-24.985374639765,,
2012/04/07 01:39:57.456,-24.386396495882,,,
2012/04/07 01:41:48.471,,,-25.100361072577,
2012/04/07 02:36:27.403,,-24.977177122275,,
2012/04/07 02:40:01.120,-24.386009401018,,,
2012/04/07 02:42:06.463,,,-25.093447472929,
2012/04/07 03:36:40.692,,-24.983752488177,,
2012/04/07 03:40:19.878,-24.39848156457,,,
2012/04/07 03:42:06.956,,,-25.094170598263,
2012/04/07 04:37:16.403,,-24.984680284602,,
2012/04/07 04:40:39.949,-24.382039949875,,,
2012/04/07 04:42:15.761,,,-25.082277295205,
2012/04/07 05:37:16.786,,-24.981683883993,,
2012/04/07 05:40:44.379,-24.398566715903,,,
2012/04/07 05:42:16.035,,,-25.098370715227,
2012/04/07 06:37:29.972,,-24.977126395608,,
2012/04/07 06:40:46.513,-24.398438758763,,,
2012/04/07 06:42:20.247,,,-25.098370715227,
2012/04/07 07:37:44.348,,-24.992812452886,,
2012/04/07 07:40:55.643,-24.393816850916,,,
2012/04/07 07:42:42.611,,,-25.098396839379,
2012/04/07 08:37:53.481,,-24.985779746204,,
2012/04/07 08:40:55.698,-24.361584125693,,,
2012/04/07 08:42:58.963,,,-25.098370715227,
2012/04/07 09:37:57.911,,-24.989549297538,,
2012/04/07 09:40:56.191,-24.382299547713,,,
2012/04/07 09:43:01.206,,,-25.109987421662,
2012/04/07 10:38:01.575,,-24.989549297538,,
2012/04/07 10:40:56.683,-24.373884700578,,,
2012/04/07 10:43:46.761,,,-25.102667777142,
2012/04/07 11:38:21.865,,-24.985396327511,,
2012/04/07 11:40:56.848,-24.398480183736,,,
2012/04/07 11:43:46.816,,,-25.090166764816,
2012/04/07 12:38:30.560,,-24.981683883993,,
2012/04/07 12:40:59.091,-24.382039949875,,,
2012/04/07 12:43:47.308,,,-25.090057304768,
2012/04/07 13:38:48.771,,-24.977129555582,,
2012/04/07 13:41:15.442,-24.386139660056,,,
2012/04/07 13:43:52.285,,,-25.090057304768,
2012/04/07 14:39:06.764,,-24.975581839791,,
2012/04/07 14:41:24.247,-24.369050456787,,,
2012/04/07 14:44:14.106,,,-25.086262267908,
2012/04/07 15:39:24.654,,-24.981557947152,,
2012/04/07 15:41:24.957,-24.390736084286,,,
2012/04/07 15:44:15.027,,,-25.086455999854,
2012/04/07 16:39:25.232,,-24.983254777165,,
2012/04/07 16:41:25.215,-24.369785434819,,,
2012/04/07 16:44:50.839,,,-25.090018533892,
2012/04/07 17:39:25.615,,-24.981557947152,,
2012/04/07 17:41:33.801,-24.389675861071,,,
2012/04/07 17:44:51.331,,,-25.095858598994,
2012/04/07 18:39:54.763,,-24.985396327511,,
2012/04/07 18:41:41.622,-24.373754901317,,,
2012/04/07 18:45:18.511,,,-25.088982372764,
2012/04/07 19:40:01.053,,-24.985376944428,,
2012/04/07 19:42:02.240,-24.401843369002,,,
2012/04/07 19:45:27.098,,,-25.098357653149,
2012/04/07 20:40:05.483,,-24.985324342649,,
2012/04/07 20:42:22.966,-24.361413821035,,,
