,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_0,phs_col:phs_col_dp.State_phos_module_3.Matrix_t_phos_module_3.Matrix_t_phos_module_3_16,
2012/06/18 02:56:45.334,-27.231157852029,,
2012/06/18 02:57:18.912,,-21.630355354155,
2012/06/18 03:56:46.154,-27.221361438658,,
2012/06/18 03:57:27.717,,-21.620538162985,
2012/06/18 04:46:32.620,-27.328219442658,,
2012/06/18 04:57:28.319,,-21.618027535106,
2012/06/18 05:46:33.768,-27.298707814507,,
2012/06/18 05:57:37.233,,-21.619050604808,
2012/06/18 06:46:54.058,-27.319899966623,,
2012/06/18 06:58:40.616,,-21.624988127127,
2012/06/18 07:47:01.441,-27.262868306473,,
2012/06/18 07:58:59.060,,-21.641573969183,
2012/06/18 08:47:01.578,-27.308354692877,,
2012/06/18 08:59:07.824,,-21.640948062229,
2012/06/18 09:47:07.212,-27.279393030136,,
2012/06/18 10:00:10.550,,-21.642575453036,
2012/06/18 10:47:37.345,-27.261906925262,,
2012/06/18 11:00:12.465,,-21.647351726101,
2012/06/18 11:47:49.103,-27.254627542458,,
2012/06/18 12:00:29.692,,-21.641864918474,
2012/06/18 12:48:23.173,-27.269186593392,,
2012/06/18 13:00:29.965,,-21.637750161934,
2012/06/18 13:48:58.556,-27.250398999476,,
2012/06/18 14:00:39.099,,-21.647330009303,
2012/06/18 14:48:58.939,-27.234306539788,,
2012/06/18 15:00:45.716,,-21.631407199389,
2012/06/18 15:49:06.979,-27.237972904103,,
2012/06/18 16:00:48.068,,-21.630394443955,
2012/06/18 16:45:41.629,-27.340615933263,,
2012/06/18 17:00:55.187,,-21.623176674023,
2012/06/18 17:45:41.661,-27.277343667236,,
2012/06/18 18:00:57.780,,-21.639637703882,
2012/06/18 18:45:49.044,-27.217262635513,,
2012/06/18 19:01:25.069,,-21.639681139006,
2012/06/18 19:34:36.666,-27.320022379695,,
2012/06/18 19:51:42.269,-27.217305436875,,
2012/06/18 20:01:26.874,,-21.639070716569,
2012/06/18 20:51:51.511,-27.279393030136,,
2012/06/18 21:01:31.961,,-21.631494069858,
2012/06/18 21:52:01.082,-27.26334902061,,
2012/06/18 22:01:37.813,,-21.639034643768,
2012/06/18 22:52:18.309,-27.279393030136,,
2012/06/18 23:01:52.743,,-21.623129638414,
2012/06/18 23:52:19.458,-27.234287190806,,
2012/06/19 00:02:01.876,,-21.634412992169,
2012/06/19 00:52:28.481,-27.284011078246,,
2012/06/19 01:02:11.337,,-21.623129638415,
2012/06/19 01:52:28.974,-27.263244318173,,
2012/06/19 02:02:15.324,,-21.630789621777,
2012/06/19 02:52:37.877,-27.266947720328,,
2012/06/19 03:02:20.623,,-21.63071754012,
2012/06/19 03:53:00.025,-27.250398999476,,
2012/06/19 04:02:38.178,,-21.631320328918,
2012/06/19 04:53:04.565,-27.249447156162,,
2012/06/19 05:02:39.217,,-21.629306134742,
2012/06/19 05:53:05.932,-27.260092546878,,
2012/06/19 06:02:50.429,,-21.631321253073,
2012/06/19 06:53:29.940,-27.26282504551,,
2012/06/19 07:02:55.515,,-21.639034643768,
2012/06/19 07:53:32.402,-27.292238935269,,
2012/06/19 08:03:00.820,,-21.63071754012,
2012/06/19 08:53:33.223,-27.262786353405,,
2012/06/19 09:03:15.422,,-21.634442306354,
2012/06/19 09:53:33.496,-27.246726264811,,
2012/06/19 10:03:25.211,,-21.643578045587,
2012/06/19 10:53:36.505,-27.283972800988,,
2012/06/19 11:03:32.266,,-21.647351726101,
2012/06/19 11:53:42.894,-27.250874532538,,
2012/06/19 12:03:34.499,,-21.639637703883,
2012/06/19 12:48:10.013,-27.35716900354,,
2012/06/19 13:03:34.773,,-21.641096322813,
2012/06/19 13:13:58.207,-27.250922772937,,
2012/06/19 14:04:14.093,,-21.651510259275,
2012/06/19 14:14:09.855,-27.163937657815,,
2012/06/19 14:42:10.938,-27.275066448541,,
2012/06/19 15:04:19.508,,-21.640109388853,
2012/06/19 15:42:13.290,-27.317022479965,,
2012/06/19 16:01:04.658,-27.213600011293,,
2012/06/19 16:04:20.000,,-21.640026120401,
2012/06/19 16:57:02.121,-27.318981789048,,
2012/06/19 17:04:20.165,,-21.635919490928,
2012/06/19 17:57:09.504,-27.225546759394,,
2012/06/19 18:04:30.392,,-21.654047579592,
2012/06/19 18:57:14.918,-27.246694155624,,
2012/06/19 19:04:38.541,,-21.639768009254,
2012/06/19 19:57:20.442,-27.257447024869,,
2012/06/19 20:04:39.799,,-21.639724574131,
2012/06/19 20:57:35.458,-27.262695262616,,
2012/06/19 21:04:43.221,,-21.647351726101,
2012/06/19 21:58:10.295,-27.229688813112,,
2012/06/19 22:04:47.323,,-21.643883253508,
2012/06/19 22:58:42.178,-27.229760608661,,
2012/06/19 23:04:48.800,,-21.651470430703,
2012/06/19 23:59:09.576,-27.207365623881,,
2012/06/20 00:05:06.793,,-21.647718316147,
2012/06/20 00:59:18.819,-27.234289472855,,
2012/06/20 01:05:16.254,,-21.639077615415,
2012/06/20 01:40:15.366,-27.337358655521,,
2012/06/20 02:04:51.590,-27.235103443936,,
2012/06/20 02:05:25.059,,-21.64732277037,
2012/06/20 03:04:51.864,-27.266984998563,,
2012/06/20 03:05:54.098,,-21.639724574131,
2012/06/20 04:05:01.654,-27.221812959855,,
2012/06/20 04:06:10.669,,-21.647395159697,
2012/06/20 04:44:54.763,-27.32492243878,,
2012/06/20 05:06:17.615,,-21.631537273849,
2012/06/20 05:45:13.389,-27.30014568779,,
2012/06/20 06:06:23.113,,-21.651510259275,
2012/06/20 06:20:23.108,-27.197010235686,,
2012/06/20 07:06:29.184,,-21.639742611119,
2012/06/20 07:20:28.304,-27.275645434457,,
2012/06/20 08:06:38.208,,-21.651466825734,
2012/06/20 08:20:28.359,-27.254519619876,,
2012/06/20 09:06:38.591,,-21.643840280516,
2012/06/20 09:20:28.961,-27.262868306472,,
2012/06/20 10:06:44.552,,-21.643861535974,
2012/06/20 10:20:29.891,-27.209415066204,,
2012/06/20 11:06:47.560,,-21.651430602116,
2012/06/20 11:16:35.228,-27.320704917717,,
2012/06/20 11:36:23.471,-27.21444124048,,
2012/06/20 12:06:47.725,,-21.635932290652,
2012/06/20 12:36:23.526,-27.201260551385,,
2012/06/20 13:04:17.609,-27.301352209744,,
2012/06/20 13:07:26.936,,-21.643868775152,
2012/06/20 14:04:26.414,-27.25270799765,,
2012/06/20 14:07:32.678,,-21.645730943231,
2012/06/20 15:04:32.444,-27.271546635209,,
2012/06/20 15:07:51.177,,-21.639724574131,
2012/06/20 16:04:52.843,-27.238409951904,,
2012/06/20 16:08:09.389,,-21.643873308673,
2012/06/20 17:04:58.695,-27.271460112105,,
2012/06/20 17:08:17.428,,-21.640155503727,
2012/06/20 17:33:15.200,-27.374639061075,,
2012/06/20 17:49:32.131,-27.271568265985,,
2012/06/20 18:08:19.233,,-21.650274133595,
2012/06/20 18:49:37.327,-27.321251002238,,
2012/06/20 19:08:37.007,,-21.654472239855,
2012/06/20 19:49:37.382,-27.283934112131,,
2012/06/20 20:08:48.109,,-21.66883521787,
2012/06/20 20:21:34.166,-27.181378693436,,
2012/06/20 20:52:19.420,-27.283929539607,,
2012/06/20 21:08:53.195,,-21.664676570465,
2012/06/20 21:52:25.491,-27.238409951904,,
2012/06/20 22:08:56.313,,-21.664698056823,
2012/06/20 22:52:28.936,-27.25036307,,
2012/06/20 23:09:03.039,,-21.664589700883,
2012/06/20 23:52:38.070,-27.234310643653,,
2012/06/21 00:09:07.903,,-21.656359259668,
2012/06/21 00:52:39.871,-27.234267841821,,
2012/06/21 01:09:23.817,,-21.65634598334,
2012/06/21 01:52:56.441,-27.214384216353,,
2012/06/21 02:10:01.497,,-21.656337773254,
2012/06/21 02:53:17.387,-27.250836249261,,
2012/06/21 03:10:26.599,,-21.640824339585,
2012/06/21 03:53:21.926,-27.283972800988,,
2012/06/21 04:11:21.451,,-21.645973449958,
2012/06/21 04:53:23.950,-27.250416948244,,
2012/06/21 05:11:48.521,,-21.656348400943,
2012/06/21 05:53:28.927,-27.226857339629,,
2012/06/21 06:12:03.670,,-21.656359259668,
2012/06/21 06:53:32.920,-27.246694155624,,
2012/06/21 07:12:07.772,,-21.656446129469,
2012/06/21 07:53:33.740,-27.217348238239,,
2012/06/21 08:12:11.108,,-21.656359259668,
2012/06/21 08:53:40.337,-27.246694155624,,
2012/06/21 09:12:16.054,,-21.654987517436,
2012/06/21 09:53:42.241,-27.250312477204,,
2012/06/21 10:12:25.516,,-21.659103050441,
2012/06/21 10:53:51.593,-27.234287190806,,
2012/06/21 11:12:43.508,,-21.663935090736,
2012/06/21 11:53:53.398,-27.225983605209,,
2012/06/21 12:13:13.641,,-21.656359259668,
2012/06/21 12:53:57.500,-27.225983605209,,
2012/06/21 13:13:28.352,,-21.663946000545,
2012/06/21 13:54:48.305,-27.196988604395,,
2012/06/21 14:14:08.657,,-21.656359259668,
2012/06/21 14:55:04.657,-27.26782275614,,
2012/06/21 15:14:13.306,,-21.660863238714,
2012/06/21 15:55:04.821,-27.241985157626,,
2012/06/21 16:14:14.127,,-21.652574738818,
2012/06/21 16:55:23.033,-27.255844361839,,
2012/06/21 17:14:23.150,,-21.664676570465,
2012/06/21 17:55:58.857,-27.275164520618,,
2012/06/21 18:14:28.212,,-21.660863238714,
2012/06/21 18:35:25.250,-27.171310280128,,
2012/06/21 18:50:07.464,-27.271503373657,,
2012/06/21 19:14:50.579,,-21.660906674268,
2012/06/21 19:50:12.440,-27.226026867391,,
2012/06/21 20:14:53.587,,-21.66883521787,
2012/06/21 20:50:17.199,-27.271546635209,,
2012/06/21 21:14:59.986,,-21.662789834852,
2012/06/21 21:50:17.910,-27.243498128345,,
2012/06/21 22:15:03.432,,-21.664676570465,
2012/06/21 22:50:26.824,-27.287638713582,,
2012/06/21 23:15:35.971,,-21.660845864493,
2012/06/21 23:50:31.911,-27.250836249261,,
2012/06/22 00:15:45.870,,-21.654472451715,
2012/06/22 00:50:36.231,-27.292278514725,,
2012/06/22 01:16:04.190,,-21.655310583885,
2012/06/22 01:50:45.146,-27.279349769401,,
2012/06/22 02:16:52.589,,-21.643969199493,
2012/06/22 02:27:57.038,-27.177947400274,,
2012/06/22 02:39:31.783,-27.279371399769,,
2012/06/22 03:16:57.980,,-21.648426876304,
2012/06/22 03:39:35.860,-27.279393030136,,
2012/06/22 04:17:00.986,,-21.652113726362,
2012/06/22 04:39:39.634,-27.197024503134,,
2012/06/22 05:05:09.890,-27.308357951927,,
2012/06/22 05:17:19.526,,-21.639746291692,
2012/06/22 06:05:26.460,-27.238409951904,,
2012/06/22 06:17:25.487,,-21.639684742088,
2012/06/22 07:05:30.890,-27.308386792149,,
2012/06/22 07:17:28.933,,-21.631407199389,
2012/06/22 08:05:35.430,-27.214430539603,,
2012/06/22 08:17:33.144,,-21.639034643768,
2012/06/22 08:46:16.664,-27.328202323281,,
2012/06/22 09:02:52.955,-27.226026867391,,
2012/06/22 09:17:34.949,,-21.630674106301,
2012/06/22 09:30:22.866,-27.32818354719,,
2012/06/22 09:58:08.637,-27.225564708305,,
2012/06/22 10:17:53.270,,-21.620533971794,
2012/06/22 10:47:02.165,-27.328132925376,,
2012/06/22 11:17:50.481,-27.225983605209,,
2012/06/22 11:18:05.793,,-21.610700540301,
2012/06/22 11:41:55.862,-27.328696622373,,
2012/06/22 12:09:59.371,-27.226069976022,,
2012/06/22 12:18:10.557,,-21.610613669277,
2012/06/22 12:44:29.481,-27.332317966085,,
2012/06/22 13:18:16.296,,-21.626558980304,
2012/06/22 13:44:30.301,-27.346102889648,,
2012/06/22 14:18:20.835,,-21.618887661907,
2012/06/22 14:24:42.770,-27.242201463874,,
2012/06/22 15:18:24.390,,-21.618241844684,
2012/06/22 15:24:46.216,-27.270233918803,,
2012/06/22 16:18:30.680,,-21.610570233764,
2012/06/22 16:25:00.380,-27.276049823289,,
2012/06/22 17:18:32.157,,-21.614083268881,
2012/06/22 17:25:24.607,-27.250370158719,,
2012/06/22 18:18:39.321,,-21.609967659781,
2012/06/22 18:25:36.694,-27.224658690525,,
2012/06/22 19:02:53.617,-27.328176184017,,
2012/06/22 19:18:40.470,,-21.605766101288,
2012/06/22 20:02:57.609,-27.261941210763,,
2012/06/22 20:18:45.556,,-21.614083268881,
2012/06/22 21:03:04.117,-27.319899966623,,
2012/06/22 21:18:51.079,,-21.614083268881,
2012/06/22 22:03:24.725,-27.282659478662,,
2012/06/22 22:18:58.344,,-21.605896403746,
2012/06/22 23:03:29.702,-27.344347782505,,
2012/06/22 23:18:58.618,,-21.598166427228,
2012/06/22 23:57:43.369,-27.242201463874,,
2012/06/23 00:19:22.517,,-21.618241844684,
2012/06/23 00:57:43.643,-27.282680878195,,
2012/06/23 01:19:28.041,,-21.614083268881,
2012/06/23 01:57:43.807,-27.249123231557,,
2012/06/23 02:19:35.424,,-21.613953197989,
2012/06/23 02:57:43.972,-27.286325233812,,
2012/06/23 03:19:35.697,,-21.605779380275,
2012/06/23 03:57:48.511,-27.249524542731,,
2012/06/23 04:20:20.159,,-21.613032546683,
2012/06/23 04:58:02.019,-27.266106474386,,
2012/06/23 05:20:20.432,,-21.606709682431,
2012/06/23 05:36:03.129,-27.369197856819,,
2012/06/23 05:56:14.340,-27.266949101217,,
2012/06/23 06:20:29.464,,-21.611993120464,
2012/06/23 06:56:14.597,-27.286325233812,,
2012/06/23 07:20:29.494,,-21.605852969594,
2012/06/23 07:56:14.761,-27.265611319512,,
2012/06/23 08:20:30.315,,-21.617868279756,
2012/06/23 08:56:23.238,-27.283907064718,,
2012/06/23 09:20:48.088,,-21.608951176756,
2012/06/23 09:56:41.778,-27.26155557455,,
2012/06/23 10:21:06.628,,-21.609570254979,
2012/06/23 10:56:42.270,-27.265654578309,,
2012/06/23 11:21:06.901,,-21.607268985875,
2012/06/23 11:56:42.544,-27.261516708519,,
2012/06/23 12:21:43.050,,-21.597119119678,
2012/06/23 12:56:42.818,-27.295041730081,,
2012/06/23 13:21:43.433,,-21.597148075383,
2012/06/23 13:56:43.201,-27.306985784467,,
2012/06/23 14:21:48.082,,-21.597104641826,
2012/06/23 14:56:56.381,-27.298788800253,,
2012/06/23 15:21:51.703,,-21.596159335319,
2012/06/23 15:56:59.061,-27.307510450356,,
2012/06/23 16:21:52.239,,-21.601647347219,
2012/06/23 16:57:09.835,-27.265671881827,,
2012/06/23 17:21:52.732,,-21.605751777259,
2012/06/23 17:57:21.593,-27.290548536112,,
2012/06/23 18:21:53.005,,-21.601646923413,
2012/06/23 18:57:28.867,-27.307029502886,,
2012/06/23 19:22:01.701,,-21.613064155071,
2012/06/23 19:57:37.453,-27.274394916133,,
2012/06/23 20:22:02.084,,-21.617857401185,
2012/06/23 20:57:37.836,-27.307529569975,,
2012/06/23 21:22:02.577,,-21.617810368718,
2012/06/23 21:57:38.110,-27.262905342519,,
2012/06/23 22:22:02.741,,-21.629647096716,
2012/06/23 22:44:07.920,-27.364221306733,,
2012/06/23 23:22:03.781,,-21.617918951914,
2012/06/23 23:37:20.337,-27.261992984169,,
2012/06/24 00:22:11.590,,-21.619297881188,
2012/06/24 00:37:32.311,-27.286820664196,,
2012/06/24 01:22:12.192,,-21.625653688403,
2012/06/24 01:37:40.889,-27.381644448543,,
2012/06/24 01:53:44.258,-27.276468104476,,
2012/06/24 02:22:18.372,,-21.622055737979,
2012/06/24 02:53:44.750,-27.28632482226,,
2012/06/24 03:22:20.724,,-21.626515546429,
2012/06/24 03:53:56.727,-27.311300559357,,
2012/06/24 04:22:27.560,,-21.6303727274,
2012/06/24 04:54:01.485,-27.29050527766,,
2012/06/24 05:22:30.240,,-21.622039211387,
2012/06/24 05:54:03.290,-27.28267443222,,
2012/06/24 06:22:37.076,,-21.622055737979,
2012/06/24 06:54:11.111,-27.303411434228,,
2012/06/24 07:22:39.756,,-21.618281679351,
2012/06/24 07:54:12.479,-27.303979474568,,
2012/06/24 08:22:48.671,,-21.620654416862,
2012/06/24 08:54:21.174,-27.274414466273,,
2012/06/24 09:22:57.695,,-21.622012304756,
2012/06/24 09:54:21.651,-27.237098851307,,
2012/06/24 10:23:07.248,,-21.614123033618,
2012/06/24 10:54:40.408,-27.303386583323,,
2012/06/24 11:23:56.521,,-21.617897235275,
2012/06/24 11:54:57.416,-27.309381397644,,
2012/06/24 12:24:15.717,,-21.617897235275,
2012/06/24 12:38:27.743,-27.200737583796,,
2012/06/24 12:50:28.629,-27.307038870067,,
2012/06/24 13:24:46.506,,-21.619436006889,
2012/06/24 13:50:37.324,-27.273841857835,,
2012/06/24 14:25:04.608,,-21.618205803717,
2012/06/24 14:50:50.286,-27.28636350814,,
2012/06/24 15:25:12.976,,-21.614083268881,
2012/06/24 15:51:11.012,-27.282659478662,,
2012/06/24 16:25:14.124,,-21.617905921931,
2012/06/24 16:51:16.646,-27.332361224669,,
2012/06/24 17:25:32.664,,-21.617911713034,
2012/06/24 17:51:31.794,-27.27019802267,,
2012/06/24 18:25:41.906,,-21.619502809947,
2012/06/24 18:51:40.596,-27.278079952653,,
2012/06/24 19:25:46.327,,-21.618027535108,
2012/06/24 19:51:50.598,-27.259174515421,,
2012/06/24 20:25:51.741,,-21.634487781061,
2012/06/24 20:51:59.293,-27.290489227453,,
2012/06/24 21:25:59.671,,-21.634618080227,
2012/06/24 21:52:08.755,-27.262738523581,,
2012/06/24 22:26:00.382,,-21.634516736432,
2012/06/24 22:53:01.200,-27.286801320984,,
2012/06/24 23:26:07.328,,-21.6303727274,
2012/06/24 23:53:02.677,-27.30711555914,,
2012/06/25 00:26:08.914,,-21.628659977802,
2012/06/25 00:53:03.060,-27.32823857633,,
2012/06/25 01:26:09.735,,-21.630381321611,
2012/06/25 01:53:12.631,-27.305239825271,,
2012/06/25 02:26:10.118,,-21.632604477463,
2012/06/25 02:38:46.988,-27.204879210114,,
2012/06/25 03:03:33.057,-27.31945425274,,
2012/06/25 03:27:13.064,,-21.638194247618,
2012/06/25 04:03:33.781,-27.257847001349,,
2012/06/25 04:27:13.130,,-21.630757372497,
2012/06/25 05:03:37.882,-27.28688783941,,
2012/06/25 05:27:13.404,,-21.631975643122,
2012/06/25 06:03:51.609,-27.253185895659,,
2012/06/25 06:27:30.959,,-21.634517937107,
2012/06/25 07:04:10.257,-27.303350687571,,
2012/06/25 07:27:31.670,,-21.634491383081,
2012/06/25 08:04:19.062,-27.234225039988,,
2012/06/25 08:27:35.553,,-21.630803483634,
2012/06/25 08:46:55.468,-27.344240098419,,
2012/06/25 09:27:42.827,,-21.63071754012,
2012/06/25 09:46:55.523,-27.29887531693,,
2012/06/25 10:20:22.323,-27.192453394254,,
2012/06/25 10:27:50.648,,-21.63894777635,
2012/06/25 10:51:16.983,-27.294998470982,,
2012/06/25 11:27:58.797,,-21.6303727274,
2012/06/25 11:51:17.256,-27.274414466273,,
2012/06/25 12:24:32.462,,-26.166536399463,
2012/06/25 12:24:35.525,-5.3828270038472,,
2012/06/25 12:24:41.650,,-21.656215325944,
2012/06/25 12:24:43.728,-5.5980456630882,,
2012/06/25 12:24:44.712,-27.265534354099,,
2012/06/25 13:24:53.156,-27.348446217614,,
2012/06/25 13:24:55.125,,-21.617897235275,
2012/06/25 14:05:14.922,-27.247464297473,,
2012/06/25 14:24:59.852,,-21.614123104311,
2012/06/25 14:57:53.543,-27.348446217614,,
2012/06/25 15:25:08.829,,-21.609540378265,
2012/06/25 15:58:20.363,-27.298054712675,,
2012/06/25 16:25:15.712,,-21.614126240858,
2012/06/25 16:58:23.481,-27.265654578309,,
2012/06/25 17:25:27.361,,-21.612330300855,
2012/06/25 17:58:30.333,-27.242071680125,,
2012/06/25 18:25:30.447,,-21.618241844684,
2012/06/25 18:58:37.231,-27.275251042203,,
2012/06/25 19:25:37.502,,-21.626558980304,
2012/06/25 19:58:39.693,-27.274397407264,,
2012/06/25 20:25:45.432,,-21.63071754012,
2012/06/25 20:58:51.670,-27.245382651071,,
2012/06/25 21:25:51.831,,-21.63071754012,
2012/06/25 21:40:58.107,-27.348888756236,,
2012/06/25 21:58:58.004,-27.242150839008,,
2012/06/25 22:26:29.376,,-21.639034643768,
2012/06/25 22:59:05.973,-27.287676989554,,
2012/06/25 23:26:31.619,,-21.634151011258,
2012/06/25 23:59:13.028,-27.30010288756,,
2012/06/26 00:26:32.112,,-21.647179839951,
2012/06/26 00:59:15.927,-27.283135926212,,
2012/06/26 01:26:41.245,,-21.635181154161,
2012/06/26 01:59:27.795,-27.25457694973,,
2012/06/26 02:26:41.628,,-21.651379958651,
2012/06/26 02:59:34.303,-27.242114941376,,
2012/06/26 03:24:55.699,-27.344772118333,,
2012/06/26 03:26:49.886,,-21.647264858908,
2012/06/26 03:54:20.672,-27.242201463874,,
2012/06/26 04:26:57.051,,-21.631407199389,
2012/06/26 04:54:20.728,-27.262786353406,,
2012/06/26 05:26:59.621,,-21.634839591764,
2012/06/26 05:54:20.783,-27.332339595378,,
2012/06/26 06:22:37.944,-27.229688813112,,
2012/06/26 06:27:09.739,,-21.642797852562,
2012/06/26 07:22:50.972,-27.316692074807,,
2012/06/26 07:27:09.861,,-21.623176674022,
2012/06/26 08:07:14.674,-27.215213231927,,
2012/06/26 08:27:10.900,,-21.639034643768,
2012/06/26 09:04:22.574,-27.315707546099,,
2012/06/26 09:27:28.018,,-21.633923465839,
2012/06/26 10:04:29.191,-27.262789148114,,
2012/06/26 10:27:40.432,,-21.63071754012,
2012/06/26 11:04:33.621,-27.278993600267,,
2012/06/26 11:27:46.503,,-21.622705269102,
2012/06/26 12:04:52.379,-27.255975169659,,
2012/06/26 12:28:04.605,,-21.623989854205,
2012/06/26 13:05:07.200,-27.312528736219,,
2012/06/26 13:28:05.207,,-21.626479313982,
2012/06/26 14:05:28.802,-27.270277178245,,
2012/06/26 14:28:05.980,,-21.626578896875,
2012/06/26 14:34:31.744,-27.167600694088,,
2012/06/26 14:38:01.742,-27.065685548791,,
2012/06/26 14:40:53.022,-26.957642229998,,
2012/06/26 14:43:44.084,-26.845818177106,,
2012/06/26 14:48:02.207,-26.73806859015,,
2012/06/26 15:02:11.171,-26.848984383315,,
2012/06/26 15:08:02.043,-26.952116292859,,
2012/06/26 15:13:35.088,-27.059817313075,,
2012/06/26 15:19:08.570,-27.16324408747,,
2012/06/26 15:28:33.051,,-21.609540378265,
2012/06/26 16:16:42.171,-27.270162126536,,
2012/06/26 16:28:33.411,,-21.580734928897,
2012/06/26 17:16:44.828,-27.270276718039,,
2012/06/26 17:28:42.433,,-21.584509501171,
2012/06/26 18:16:45.321,-27.270709755072,,
2012/06/26 18:28:55.175,,-21.60152064108,
2012/06/26 19:16:45.376,-27.308430052482,,
2012/06/26 19:29:01.246,,-21.593263750424,
2012/06/26 20:16:45.978,-27.307467191428,,
2012/06/26 20:29:03.161,,-21.601650943707,
2012/06/26 20:36:57.626,-27.200737123564,,
2012/06/26 20:52:15.714,-27.303368635447,,
2012/06/26 21:29:10.872,,-21.60769141298,
2012/06/26 21:52:27.363,-27.270233918803,,
2012/06/26 22:29:11.802,,-21.605785199993,
2012/06/26 22:52:35.293,-27.295214766473,,
2012/06/26 23:29:16.232,,-21.610613669277,
2012/06/26 23:52:42.676,-27.26195018482,,
2012/06/27 00:29:20.553,,-21.620168724528,
2012/06/27 00:52:50.497,-27.319935862186,,
2012/06/27 01:29:21.120,,-21.622005002063,
2012/06/27 01:52:58.933,-27.257822576074,,
2012/06/27 02:29:40.310,,-21.622055737979,
2012/06/27 02:53:05.223,-27.307596968209,,
2012/06/27 03:29:48.130,,-21.61825498165,
2012/06/27 03:53:05.825,-27.25461840751,,
2012/06/27 04:29:49.279,,-21.618281679351,
2012/06/27 04:53:15.067,-27.285775262431,,
2012/06/27 05:29:50.647,,-21.618328712656,
2012/06/27 05:42:04.658,-27.390280710379,,
2012/06/27 05:48:00.343,-27.287763510793,,
2012/06/27 06:29:58.686,,-21.626516470554,
2012/06/27 06:48:00.945,-27.319914232808,,
2012/06/27 07:30:06.726,,-21.626558980304,
2012/06/27 07:48:10.078,-27.307534395015,,
2012/06/27 08:30:07.437,,-21.630674491832,
2012/06/27 08:37:31.934,-27.200737123564,,
2012/06/27 08:52:40.069,-27.303400734421,,
2012/06/27 09:30:07.601,,-21.629667042207,
2012/06/27 09:52:48.655,-27.257722710793,,
2012/06/27 10:30:15.167,,-21.630285861177,
2012/06/27 10:52:49.639,-27.282573880529,,
2012/06/27 11:30:27.124,,-21.621043181558,
2012/06/27 11:52:50.241,-27.262901606441,,
2012/06/27 12:30:45.023,,-21.619012600591,
2012/06/27 12:52:55.686,-27.31989306363,,
2012/06/27 13:31:03.203,,-21.627164254583,
2012/06/27 13:53:08.929,-27.295127788075,,
2012/06/27 14:31:31.430,,-21.614083268881,
2012/06/27 14:53:18.125,-27.332447741836,,
2012/06/27 15:31:40.016,,-21.609623647271,
2012/06/27 15:53:26.930,-27.295056149781,,
2012/06/27 16:31:46.884,,-21.617208050262,
2012/06/27 16:53:35.766,-27.334193479621,,
2012/06/27 17:31:49.017,,-21.60580953544,
2012/06/27 17:54:12.243,-27.278165549506,,
2012/06/27 18:32:16.197,,-21.617237004837,
2012/06/27 18:54:57.688,-27.298832058591,,
2012/06/27 19:32:16.269,,-21.625445116489,
2012/06/27 19:54:57.720,-27.28632482226,,
2012/06/27 20:32:17.378,,-21.609623647272,
2012/06/27 20:55:13.744,-27.311249970034,,
2012/06/27 21:32:25.964,,-21.617897235275,
2012/06/27 21:55:16.533,-27.257721790375,,
2012/06/27 22:32:34.003,,-21.622012766812,
2012/06/27 22:55:16.588,-27.282698165842,,
2012/06/27 23:32:44.121,,-21.625539102508,
2012/06/27 23:55:25.503,-27.307093930029,,
2012/06/28 00:33:02.660,,-21.62779370043,
2012/06/28 00:37:53.049,-27.200705022372,,
2012/06/28 00:51:40.684,-27.314392741015,,
2012/06/28 01:33:12.231,,-21.622055737979,
2012/06/28 01:51:59.223,-27.274388673807,,
2012/06/28 02:33:34.926,,-21.622055737979,
2012/06/28 02:52:08.138,-27.286385137395,,
2012/06/28 03:33:58.169,,-21.622055737979,
2012/06/28 03:52:18.912,-27.261534405324,,
2012/06/28 04:34:05.730,,-21.630286785284,
2012/06/28 04:52:25.725,-27.303368635447,,
2012/06/28 05:34:06.349,,-21.629603474529,
2012/06/28 05:52:36.170,-27.257793951095,,
2012/06/28 06:34:19.420,,-21.622055737979,
2012/06/28 06:52:44.975,-27.307534687627,,
2012/06/28 07:34:56.662,,-21.629683135783,
2012/06/28 07:52:46.452,-27.232956943203,,
2012/06/28 08:35:00.874,,-21.626598813443,
2012/06/28 08:52:53.945,-27.29508498918,,
2012/06/28 09:35:26.085,,-21.63071754012,
2012/06/28 09:52:54.328,-27.259676611167,,
2012/06/28 10:35:28.218,,-21.629712090246,
2012/06/28 10:52:54.821,-27.315832744823,,
2012/06/28 11:35:40.961,,-21.6303727274,
2012/06/28 11:53:00.563,-27.249524542731,,
2012/06/28 12:35:46.812,,-21.630329294288,
2012/06/28 12:53:04.228,-27.311175361706,,
2012/06/28 13:35:56.913,,-21.634509497589,
2012/06/28 13:53:04.703,-27.26275325072,,
2012/06/28 14:36:04.397,,-21.634531214117,
2012/06/28 14:53:08.578,-27.274375777572,,
2012/06/28 15:36:05.546,,-21.650395184801,
2012/06/28 15:53:15.633,-27.297912813548,,
2012/06/28 16:36:05.820,,-21.658704619567,
2012/06/28 16:53:32.313,-27.303329952055,,
2012/06/28 17:36:11.453,,-21.651165107704,
2012/06/28 17:53:46.368,-27.245382651071,,
2012/06/28 18:36:18.836,,-21.655280597054,
2012/06/28 18:53:50.470,-27.295128248279,,
2012/06/28 19:36:25.235,,-21.655280135003,
2012/06/28 19:54:18.088,-27.231522836212,,
